Item No.,Location Code,Description,Category,Subcategory,On_Hand,Stock_Value,Last Outward Date,Days Dormant,Status,Days Dormant Display
10616-CB,LD-PAT-021,,MODULAR,STATUS,70.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10616-CB,LF-VAS-006,Edge 16M Forest Colour Plate - CB,MODULAR,STATUS,690.0,0.0,2025-11-08,60.0,Active,60.0
10616-JW,IN_TRANSIT,,MODULAR,STATUS,240.0,0.0,,,Dead,Never Moved
10616-JW,LD-CUT-003,Edge 16M Forest Colour Plate - JW,MODULAR,STATUS,10.0,0.0,2025-11-13,55.0,Active,55.0
10616-JW,LF-VAS-006,Edge 16M Forest Colour Plate - JW,MODULAR,STATUS,133.0,0.0,2025-11-13,55.0,Active,55.0
10618-AW,IN_TRANSIT,,MODULAR,STATUS,400.0,2074.7,2025-10-24,75.0,Slow-Moving,75.0
10618-AW,LD-DHA-007,Edge 18M Forest Colour Plate - AW,MODULAR,STATUS,40.0,0.0,,,Dead,Never Moved
10618-AW,LD-PAT-021,Edge 18M Forest Colour Plate - AW,MODULAR,STATUS,20.0,0.0,,,Dead,Never Moved
10618-AW,LD-RIS-23A,,MODULAR,STATUS,10.0,0.0,2025-09-22,107.0,Slow-Moving,107.0
10618-AW,LF-VAS-006,Edge 18M Forest Colour Plate - AW,MODULAR,STATUS,6.0,0.0,2025-11-13,55.0,Active,55.0
10618-CB,IN_TRANSIT,,MODULAR,STATUS,340.0,86023.40000000001,2025-11-10,58.0,Active,58.0
10618-CB,LD-PAT-021,Edge 18M Forest Colour Plate - CB,MODULAR,STATUS,60.0,12650.5,2025-10-31,68.0,Slow-Moving,68.0
10618-CB,LD-RIS-23A,Edge 18M Forest Colour Plate - CB,MODULAR,STATUS,30.0,0.0,2025-09-13,116.0,Slow-Moving,116.0
10618-CB,LF-VAS-006,Edge 18M Forest Colour Plate - CB,MODULAR,STATUS,4.0,102216.04,2025-11-13,55.0,Active,55.0
10618-JW,IN_TRANSIT,,MODULAR,STATUS,200.0,0.0,,,Dead,Never Moved
10618-JW,LF-VAS-006,Edge 18M Forest Colour Plate - JW,MODULAR,STATUS,30.0,0.0,2025-11-13,55.0,Active,55.0
1066-MW,IN_TRANSIT,Gold Super 2 Way Switch 6A - MW,NON-MODULAR,GOLD,520.0,7291.4400000000005,2025-10-29,70.0,Slow-Moving,70.0
1066-MW,LD-GWA-010,,NON-MODULAR,GOLD,100.0,1402.2,,,Dead,Never Moved
1066-MW,LD-HUB-029,Gold Super 2 Way Switch 6A - MW,NON-MODULAR,GOLD,380.0,10656.72,2025-11-06,62.0,Slow-Moving,62.0
1066-MW,LD-MEE-019,Gold Super 2 Way Switch 6A - MW,NON-MODULAR,GOLD,200.0,2804.4,,,Dead,Never Moved
1066-MW,LD-RIS-23A,,NON-MODULAR,GOLD,140.0,4206.6,2025-10-29,70.0,Slow-Moving,70.0
1066-MW,LD-ROH-024,Gold Super 2 Way Switch 6A - MW,NON-MODULAR,GOLD,400.0,5608.8,,,Dead,Never Moved
1066-MW,LF-AND-28,Gold Super 2 Way Switch 6A - MW,NON-MODULAR,GOLD,206.0,2882.06,2025-11-12,56.0,Active,56.0
1066-MW,LF-AND-N20,,NON-MODULAR,GOLD,1.0,20.85,2025-10-13,86.0,Slow-Moving,86.0
1066-MW,LF-HAR-G1,Gold Super 2 Way Switch 6A - MW,NON-MODULAR,GOLD,5.0,152.31,2025-10-13,86.0,Slow-Moving,86.0
1066-W,IN_TRANSIT,,NON-MODULAR,GOLD,400.0,5368.0,2025-11-12,56.0,Active,56.0
1066-W,LD-CUT-003,,NON-MODULAR,GOLD,1760.0,23807.08,2025-10-31,68.0,Slow-Moving,68.0
1066-W,LD-RAI-022,Gold Super 2 Way Switch 6A - W,NON-MODULAR,GOLD,400.0,6840.0,2025-09-10,119.0,Slow-Moving,119.0
1066-W,LD-VIJ-027,Gold Super 2 Way Switch 6A - W,NON-MODULAR,GOLD,9.0,125.87,2025-11-11,57.0,Active,57.0
1066-W,LF-AND-28,,NON-MODULAR,GOLD,2723.0,36542.66,2025-11-07,61.0,Slow-Moving,61.0
1066-W,LF-HAR-G1,,NON-MODULAR,GOLD,1.0,13.42,2025-10-13,86.0,Slow-Moving,86.0
10701-G,IN_TRANSIT,Axis 1M Plate - G,MODULAR,STATUS,360.0,8742.16,2025-10-29,70.0,Slow-Moving,70.0
10701-G,LD-GUW-009,,MODULAR,STATUS,112.0,2898.74,2025-11-05,63.0,Slow-Moving,63.0
10701-G,LD-IND-012,Axis 1M Plate - G,MODULAR,STATUS,50.0,1287.65,,,Dead,Never Moved
10701-G,LD-JAI-014,,MODULAR,STATUS,10.0,258.62,2025-09-30,99.0,Slow-Moving,99.0
10701-G,LD-KOL-015,,MODULAR,STATUS,400.0,10381.2,2025-09-10,119.0,Slow-Moving,119.0
10701-G,LD-PAT-021,Axis 1M Plate - G,MODULAR,STATUS,30.0,1158.0,2025-09-18,111.0,Slow-Moving,111.0
10701-G,LF-AND-28,Axis 1M Plate - G,MODULAR,STATUS,20.0,512.8,2025-10-06,93.0,Slow-Moving,93.0
10701-G,LF-AND-N20,,MODULAR,STATUS,9.0,230.74,,,Dead,Never Moved
10701-G,LF-HAR-G1,Axis 1M Plate - G,MODULAR,STATUS,140.0,3589.55,,,Dead,Never Moved
10701-G,LF-VAS-006,Axis 1M Plate - G,MODULAR,STATUS,50.0,1582.5,2025-10-07,92.0,Slow-Moving,92.0
10701-W,IN_TRANSIT,Axis 1M Plate - W,MODULAR,STATUS,589.0,14921.54,2025-11-12,56.0,Active,56.0
10701-W,LD-DHA-007,,MODULAR,STATUS,40.0,980.13,2025-10-31,68.0,Slow-Moving,68.0
10701-W,LD-JAI-014,Axis 1M Plate - W,MODULAR,STATUS,57.0,2450.33,2025-10-29,70.0,Slow-Moving,70.0
10701-W,LD-KOL-015,,MODULAR,STATUS,300.0,6896.64,2025-10-24,75.0,Slow-Moving,75.0
10701-W,LD-MEE-019,Axis 1M Plate - W,MODULAR,STATUS,120.0,3747.98,2025-10-31,68.0,Slow-Moving,68.0
10701-W,LD-PAT-021,Axis 1M Plate - W,MODULAR,STATUS,50.0,1930.0,2025-09-24,105.0,Slow-Moving,105.0
10701-W,LF-AND-28,Axis 1M Plate - W,MODULAR,STATUS,20.0,490.2,2025-10-06,93.0,Slow-Moving,93.0
10701-W,LF-AND-N20,,MODULAR,STATUS,20.0,490.2,2025-10-13,86.0,Slow-Moving,86.0
10701-W,LF-VAS-006,Axis 1M Plate - W,MODULAR,STATUS,99.0,3133.35,2025-11-11,57.0,Active,57.0
10702-BL,LD-KOL-015,,MODULAR,STATUS,2800.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10702-BL,LD-ZIR-028,Axis 2M Plate - BL,MODULAR,STATUS,2.0,77.18,,,Dead,Never Moved
10702-BL,LF-HAR-G1,,MODULAR,STATUS,1.0,38.59,,,Dead,Never Moved
10702-BL,LF-VAS-006,Axis 2M Plate - BL,MODULAR,STATUS,1100.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10702-G,IN_TRANSIT,Axis 2M Plate - G,MODULAR,STATUS,2677.0,83879.53,2025-11-12,56.0,Active,56.0
10702-G,LD-CEN-003,,MODULAR,STATUS,20.0,5665.35,2025-10-31,68.0,Slow-Moving,68.0
10702-G,LD-DHA-007,,MODULAR,STATUS,1459.0,50640.0,2025-11-12,56.0,Active,56.0
10702-G,LD-HUB-029,Axis 2M Plate - G,MODULAR,STATUS,20.0,0.0,2025-09-30,99.0,Slow-Moving,99.0
10702-G,LD-JAI-014,,MODULAR,STATUS,129.0,3917.71,2025-10-31,68.0,Slow-Moving,68.0
10702-G,LD-KOL-015,,MODULAR,STATUS,2000.0,50637.74,2025-09-23,106.0,Slow-Moving,106.0
10702-G,LD-LUC-017,Axis 2M Plate - G,MODULAR,STATUS,98.0,12621.41,2025-11-13,55.0,Active,55.0
10702-G,LD-MEE-019,,MODULAR,STATUS,1000.0,31650.0,2025-10-31,68.0,Slow-Moving,68.0
10702-G,LD-PAT-021,Axis 2M Plate - G,MODULAR,STATUS,220.0,8674.720000000001,2025-11-10,58.0,Active,58.0
10702-G,LD-RAI-022,Axis 2M Plate - G,MODULAR,STATUS,560.0,25921.35,2025-11-13,55.0,Active,55.0
10702-G,LD-RIS-23A,,MODULAR,STATUS,200.0,6330.0,2025-11-12,56.0,Active,56.0
10702-G,LD-ZIR-028,,MODULAR,STATUS,100.0,3165.0,2025-11-04,64.0,Slow-Moving,64.0
10702-G,LF-AND-28,Axis 2M Plate - G,MODULAR,STATUS,20.0,505.0,2025-10-06,93.0,Slow-Moving,93.0
10702-G,LF-AND-N20,,MODULAR,STATUS,27.0,681.56,,,Dead,Never Moved
10702-G,LF-HAR-G1,Axis 2M Plate - G,MODULAR,STATUS,255.0,6516.47,,,Dead,Never Moved
10702-G,LF-VAS-006,,MODULAR,STATUS,199.0,0.0,2025-11-12,56.0,Active,56.0
10702-W,IN_TRANSIT,Axis 2M Plate - W,MODULAR,STATUS,3881.0,117579.09,2025-11-13,55.0,Active,55.0
10702-W,LD-BAN-002,,MODULAR,STATUS,20.0,519.06,2025-09-18,111.0,Slow-Moving,111.0
10702-W,LD-CEN-003,Axis 2M Plate - W,MODULAR,STATUS,1810.0,54991.759999999995,2025-10-31,68.0,Slow-Moving,68.0
10702-W,LD-DHA-007,,MODULAR,STATUS,573.0,20889.0,2025-11-12,56.0,Active,56.0
10702-W,LD-GUW-009,,MODULAR,STATUS,64.0,1660.99,2025-11-03,65.0,Slow-Moving,65.0
10702-W,LD-GWA-010,,MODULAR,STATUS,535.0,30130.8,2025-10-31,68.0,Slow-Moving,68.0
10702-W,LD-HUB-029,Axis 2M Plate - W,MODULAR,STATUS,20.0,570.97,2025-11-13,55.0,Active,55.0
10702-W,LD-IND-012,Axis 2M Plate - W,MODULAR,STATUS,30.0,10014.06,2025-11-12,56.0,Active,56.0
10702-W,LD-JAB-013,Axis 2M Plate - W,MODULAR,STATUS,281.0,12051.29,2025-11-08,60.0,Active,60.0
10702-W,LD-JAI-014,Axis 2M Plate - W,MODULAR,STATUS,319.0,12660.0,2025-11-12,56.0,Active,56.0
10702-W,LD-KOL-015,,MODULAR,STATUS,920.0,23876.76,2025-10-31,68.0,Slow-Moving,68.0
10702-W,LD-LUC-017,Axis 2M Plate - W,MODULAR,STATUS,2006.0,66465.0,2025-10-31,68.0,Slow-Moving,68.0
10702-W,LD-MEE-019,Axis 2M Plate - W,MODULAR,STATUS,1213.0,63388.65,2025-11-11,57.0,Active,57.0
10702-W,LD-PAT-021,Axis 2M Plate - W,MODULAR,STATUS,1050.0,47539.479999999996,2025-11-12,56.0,Active,56.0
10702-W,LD-RAI-022,Axis 2M Plate - W,MODULAR,STATUS,750.0,28548.3,2025-11-13,55.0,Active,55.0
10702-W,LD-RIS-23A,,MODULAR,STATUS,470.0,15825.0,2025-11-12,56.0,Active,56.0
10702-W,LD-ROH-024,,MODULAR,STATUS,686.0,23737.5,2025-10-31,68.0,Slow-Moving,68.0
10702-W,LD-ZIR-028,,MODULAR,STATUS,270.0,16342.74,2025-11-13,55.0,Active,55.0
10702-W,LF-HAR-G1,Axis 2M Plate - W,MODULAR,STATUS,70.0,2548.77,2025-10-13,86.0,Slow-Moving,86.0
10702-W,LF-VAS-006,,MODULAR,STATUS,1865.0,0.0,2025-11-13,55.0,Active,55.0
10703-BL,LD-KOL-015,,MODULAR,STATUS,650.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10703-BL,LF-HAR-G1,,MODULAR,STATUS,63.0,3326.06,,,Dead,Never Moved
10703-BL,LF-VAS-006,Axis 3M Plate - BL,MODULAR,STATUS,1200.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10703-G,IN_TRANSIT,Axis 3M Plate - G,MODULAR,STATUS,4063.0,139335.23,2025-11-13,55.0,Active,55.0
10703-G,LD-CEN-003,Axis 3M Plate - G,MODULAR,STATUS,630.0,41220.0,2025-10-31,68.0,Slow-Moving,68.0
10703-G,LD-CUT-003,Axis 3M Plate - G,MODULAR,STATUS,200.0,8535.0,2025-10-31,68.0,Slow-Moving,68.0
10703-G,LD-DHA-007,Axis 3M Plate - G,MODULAR,STATUS,240.0,14813.65,2025-11-07,61.0,Slow-Moving,61.0
10703-G,LD-GUW-009,,MODULAR,STATUS,2.0,70.14,2025-11-05,63.0,Slow-Moving,63.0
10703-G,LD-HUB-029,Axis 3M Plate - G,MODULAR,STATUS,80.0,3125.66,2025-10-04,95.0,Slow-Moving,95.0
10703-G,LD-JAI-014,,MODULAR,STATUS,60.0,2067.72,2025-10-07,92.0,Slow-Moving,92.0
10703-G,LD-KOL-015,Axis 3M Plate - G,MODULAR,STATUS,1900.0,65506.75,2025-10-29,70.0,Slow-Moving,70.0
10703-G,LD-LUC-017,Axis 3M Plate - G,MODULAR,STATUS,200.0,17171.06,2025-11-13,55.0,Active,55.0
10703-G,LD-MEE-019,Axis 3M Plate - G,MODULAR,STATUS,1462.0,87653.72,2025-11-13,55.0,Active,55.0
10703-G,LD-PAT-021,,MODULAR,STATUS,340.0,13736.84,2025-11-11,57.0,Active,57.0
10703-G,LD-RAI-022,Axis 3M Plate - G,MODULAR,STATUS,670.0,27475.59,2025-11-13,55.0,Active,55.0
10703-G,LD-RIS-23A,,MODULAR,STATUS,150.0,6868.42,2025-11-12,56.0,Active,56.0
10703-G,LD-ROH-024,,MODULAR,STATUS,50.0,1717.11,2025-10-31,68.0,Slow-Moving,68.0
10703-G,LD-ZIR-028,Axis 3M Plate - G,MODULAR,STATUS,120.0,6387.63,2025-11-04,64.0,Slow-Moving,64.0
10703-G,LF-AND-N20,,MODULAR,STATUS,19.0,652.65,,,Dead,Never Moved
10703-G,LF-HAR-G1,Axis 3M Plate - G,MODULAR,STATUS,104.0,3810.04,,,Dead,Never Moved
10703-G,LF-VAS-006,Axis 3M Plate - G,MODULAR,STATUS,4001.0,0.0,2025-11-12,56.0,Active,56.0
10703-W,IN_TRANSIT,Axis 3M Plate - W,MODULAR,STATUS,5952.0,209279.28,2025-11-13,55.0,Active,55.0
10703-W,LD-CEN-003,,MODULAR,STATUS,530.0,28027.76,2025-10-31,68.0,Slow-Moving,68.0
10703-W,LD-DHA-007,Axis 3M Plate - W,MODULAR,STATUS,130.0,14048.9,2025-11-12,56.0,Active,56.0
10703-W,LD-GUW-009,,MODULAR,STATUS,739.0,25240.91,2025-11-03,65.0,Slow-Moving,65.0
10703-W,LD-GWA-010,,MODULAR,STATUS,1024.0,53252.74,2025-10-30,69.0,Slow-Moving,69.0
10703-W,LD-HUB-029,Axis 3M Plate - W,MODULAR,STATUS,54.0,6096.03,2025-11-08,60.0,Active,60.0
10703-W,LD-JAB-013,Axis 3M Plate - W,MODULAR,STATUS,557.0,23493.8,2025-11-03,65.0,Slow-Moving,65.0
10703-W,LD-JAI-014,,MODULAR,STATUS,224.0,14013.88,2025-11-13,55.0,Active,55.0
10703-W,LD-KOL-015,,MODULAR,STATUS,700.0,24636.03,2025-10-29,70.0,Slow-Moving,70.0
10703-W,LD-LUC-017,Axis 3M Plate - W,MODULAR,STATUS,2548.0,112146.13,2025-11-13,55.0,Active,55.0
10703-W,LD-MEE-019,,MODULAR,STATUS,43.0,3538.6299999999997,2025-11-13,55.0,Active,55.0
10703-W,LD-PAT-021,,MODULAR,STATUS,1060.0,42006.6,2025-11-12,56.0,Active,56.0
10703-W,LD-RAI-022,Axis 3M Plate - W,MODULAR,STATUS,1000.0,37837.47,2025-11-13,55.0,Active,55.0
10703-W,LD-RIS-23A,,MODULAR,STATUS,852.0,41936.52,2025-11-12,56.0,Active,56.0
10703-W,LD-ROH-024,Axis 3M Plate - W,MODULAR,STATUS,608.0,35034.7,2025-10-31,68.0,Slow-Moving,68.0
10703-W,LD-ZIR-028,,MODULAR,STATUS,70.0,18565.28,2025-11-13,55.0,Active,55.0
10703-W,LF-AND-28,Axis 3M Plate - W,MODULAR,STATUS,30.0,1051.2,2025-10-06,93.0,Slow-Moving,93.0
10703-W,LF-AND-N20,,MODULAR,STATUS,30.0,1051.2,,,Dead,Never Moved
10703-W,LF-HAR-G1,Axis 3M Plate - W,MODULAR,STATUS,32.0,1497.7599999999998,2025-10-13,86.0,Slow-Moving,86.0
10703-W,LF-VAS-006,,MODULAR,STATUS,159.0,0.0,2025-11-11,57.0,Active,57.0
10704-BL,LD-KOL-015,,MODULAR,STATUS,1800.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10704-BL,LF-HAR-G1,,MODULAR,STATUS,70.0,3946.3599999999997,,,Dead,Never Moved
10704-BL,LF-VAS-006,Axis 4M Plate - BL,MODULAR,STATUS,1949.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10704-G,IN_TRANSIT,Axis 4M Plate - G,MODULAR,STATUS,1959.0,73134.78,2025-11-12,56.0,Active,56.0
10704-G,LD-CEN-003,Axis 4M Plate - G,MODULAR,STATUS,120.0,7462.32,2025-10-31,68.0,Slow-Moving,68.0
10704-G,LD-CUT-003,Axis 4M Plate - G,MODULAR,STATUS,660.0,40296.509999999995,2025-11-12,56.0,Active,56.0
10704-G,LD-DHA-007,Axis 4M Plate - G,MODULAR,STATUS,310.0,14924.63,2025-11-12,56.0,Active,56.0
10704-G,LD-GWA-010,Axis 4M Plate - G,MODULAR,STATUS,222.0,13432.16,2025-10-31,68.0,Slow-Moving,68.0
10704-G,LD-HUB-029,Axis 4M Plate - G,MODULAR,STATUS,100.0,3731.16,2025-10-04,95.0,Slow-Moving,95.0
10704-G,LD-JAB-013,Axis 4M Plate - G,MODULAR,STATUS,68.0,7462.32,2025-10-31,68.0,Slow-Moving,68.0
10704-G,LD-JAI-014,Axis 4M Plate - G,MODULAR,STATUS,214.0,11439.98,2025-10-29,70.0,Slow-Moving,70.0
10704-G,LD-KOL-015,,MODULAR,STATUS,1200.0,45222.15,2025-10-31,68.0,Slow-Moving,68.0
10704-G,LD-LUC-017,Axis 4M Plate - G,MODULAR,STATUS,108.0,13432.17,2025-11-13,55.0,Active,55.0
10704-G,LD-MEE-019,Axis 4M Plate - G,MODULAR,STATUS,381.0,20181.52,2025-11-13,55.0,Active,55.0
10704-G,LD-PAT-021,,MODULAR,STATUS,620.0,26864.34,2025-11-11,57.0,Active,57.0
10704-G,LD-RAI-022,,MODULAR,STATUS,690.0,30624.32,2025-11-13,55.0,Active,55.0
10704-G,LD-ZIR-028,Axis 4M Plate - G,MODULAR,STATUS,120.0,7838.639999999999,2025-11-04,64.0,Slow-Moving,64.0
10704-G,LF-AND-28,Axis 4M Plate - G,MODULAR,STATUS,20.0,746.4,2025-10-06,93.0,Slow-Moving,93.0
10704-G,LF-AND-N20,,MODULAR,STATUS,20.0,746.23,,,Dead,Never Moved
10704-G,LF-HAR-G1,Axis 4M Plate - G,MODULAR,STATUS,142.0,5355.71,,,Dead,Never Moved
10704-G,LF-VAS-006,,MODULAR,STATUS,1219.0,0.0,2025-11-12,56.0,Active,56.0
10704-W,IN_TRANSIT,Axis 4M Plate - W,MODULAR,STATUS,4276.0,162122.24,2025-11-13,55.0,Active,55.0
10704-W,LD-CEN-003,,MODULAR,STATUS,570.0,27181.94,2025-10-31,68.0,Slow-Moving,68.0
10704-W,LD-DHA-007,,MODULAR,STATUS,519.0,40772.91,2025-11-12,56.0,Active,56.0
10704-W,LD-GWA-010,,MODULAR,STATUS,356.0,13590.97,2025-10-31,68.0,Slow-Moving,68.0
10704-W,LD-HUB-029,Axis 4M Plate - W,MODULAR,STATUS,70.0,14726.24,2025-11-08,60.0,Active,60.0
10704-W,LD-IND-012,,MODULAR,STATUS,100.0,7550.54,2025-11-12,56.0,Active,56.0
10704-W,LD-JAB-013,,MODULAR,STATUS,3.0,9060.65,2025-10-31,68.0,Slow-Moving,68.0
10704-W,LD-JAI-014,,MODULAR,STATUS,830.0,34732.49,2025-11-12,56.0,Active,56.0
10704-W,LD-KOL-015,,MODULAR,STATUS,720.0,27214.89,2025-09-23,106.0,Slow-Moving,106.0
10704-W,LD-LUC-017,Axis 4M Plate - W,MODULAR,STATUS,2206.0,95136.8,2025-10-31,68.0,Slow-Moving,68.0
10704-W,LD-MEE-019,,MODULAR,STATUS,115.0,12194.24,2025-11-13,55.0,Active,55.0
10704-W,LD-PAT-021,,MODULAR,STATUS,1370.0,54061.87,2025-11-11,57.0,Active,57.0
10704-W,LD-RAI-022,Axis 4M Plate - W,MODULAR,STATUS,1000.0,48475.19,2025-11-13,55.0,Active,55.0
10704-W,LD-RIS-23A,,MODULAR,STATUS,360.0,27181.94,2025-11-12,56.0,Active,56.0
10704-W,LD-ROH-024,Axis 4M Plate - W,MODULAR,STATUS,609.0,30504.18,2025-10-31,68.0,Slow-Moving,68.0
10704-W,LD-ZIR-028,,MODULAR,STATUS,500.0,32090.489999999998,2025-11-13,55.0,Active,55.0
10704-W,LF-AND-28,Axis 4M Plate - W,MODULAR,STATUS,70.0,2643.2,2025-10-06,93.0,Slow-Moving,93.0
10704-W,LF-AND-N20,,MODULAR,STATUS,70.0,2643.2,2025-10-13,86.0,Slow-Moving,86.0
10704-W,LF-HAR-G1,Axis 4M Plate - W,MODULAR,STATUS,24.0,1114.17,2025-10-13,86.0,Slow-Moving,86.0
10704-W,LF-VAS-006,,MODULAR,STATUS,5642.0,0.0,2025-11-12,56.0,Active,56.0
10706-BL,LD-KOL-015,,MODULAR,STATUS,2100.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10706-BL,LF-HAR-G1,,MODULAR,STATUS,60.0,4563.16,,,Dead,Never Moved
10706-BL,LF-VAS-006,Axis 6M Plate - BL,MODULAR,STATUS,3558.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10706-G,IN_TRANSIT,Axis 6M Plate - G,MODULAR,STATUS,3870.0,195355.66,2025-11-12,56.0,Active,56.0
10706-G,LD-CEN-003,Axis 6M Plate - G,MODULAR,STATUS,380.0,50472.75,2025-10-31,68.0,Slow-Moving,68.0
10706-G,LD-DHA-007,,MODULAR,STATUS,840.0,50472.75,2025-11-13,55.0,Active,55.0
10706-G,LD-GWA-010,,MODULAR,STATUS,488.0,40378.2,2025-11-13,55.0,Active,55.0
10706-G,LD-HUB-029,Axis 6M Plate - G,MODULAR,STATUS,100.0,5048.0,2025-09-29,100.0,Slow-Moving,100.0
10706-G,LD-IND-012,Axis 6M Plate - G,MODULAR,STATUS,40.0,5047.27,2025-11-12,56.0,Active,56.0
10706-G,LD-JAB-013,,MODULAR,STATUS,19.0,9842.19,2025-10-31,68.0,Slow-Moving,68.0
10706-G,LD-JAI-014,Axis 6M Plate - G,MODULAR,STATUS,214.0,15141.829999999998,2025-10-07,92.0,Slow-Moving,92.0
10706-G,LD-KOL-015,Axis 6M Plate - G,MODULAR,STATUS,1600.0,80705.6,2025-10-31,68.0,Slow-Moving,68.0
10706-G,LD-LUC-017,,MODULAR,STATUS,2.0,1514.18,2025-11-13,55.0,Active,55.0
10706-G,LD-MEE-019,,MODULAR,STATUS,2520.0,151418.25,2025-11-13,55.0,Active,55.0
10706-G,LD-PAT-021,Axis 6M Plate - G,MODULAR,STATUS,660.0,40379.65,2025-10-31,68.0,Slow-Moving,68.0
10706-G,LD-RAI-022,,MODULAR,STATUS,240.0,40378.2,2025-11-13,55.0,Active,55.0
10706-G,LD-RIS-23A,,MODULAR,STATUS,190.0,10094.55,2025-11-12,56.0,Active,56.0
10706-G,LD-ZIR-028,,MODULAR,STATUS,50.0,5047.27,2025-11-13,55.0,Active,55.0
10706-G,LF-AND-28,Axis 6M Plate - G,MODULAR,STATUS,30.0,1514.4,2025-10-06,93.0,Slow-Moving,93.0
10706-G,LF-AND-N20,,MODULAR,STATUS,14.0,706.62,,,Dead,Never Moved
10706-G,LF-HAR-G1,Axis 6M Plate - G,MODULAR,STATUS,110.0,5759.22,,,Dead,Never Moved
10706-G,LF-VAS-006,,MODULAR,STATUS,955.0,0.0,2025-11-13,55.0,Active,55.0
10706-W,IN_TRANSIT,Axis 6M Plate - W,MODULAR,STATUS,14015.0,714636.22,2025-11-13,55.0,Active,55.0
10706-W,LD-CEN-003,Axis 6M Plate - W,MODULAR,STATUS,970.0,50912.52,2025-10-31,68.0,Slow-Moving,68.0
10706-W,LD-CUT-003,,MODULAR,STATUS,210.0,20365.01,2025-11-08,60.0,Active,60.0
10706-W,LD-DHA-007,,MODULAR,STATUS,1510.0,112007.54999999999,2025-11-12,56.0,Active,56.0
10706-W,LD-GUW-009,,MODULAR,STATUS,1.0,85.1,,,Dead,Never Moved
10706-W,LD-GWA-010,Axis 6M Plate - W,MODULAR,STATUS,1460.0,81969.16,2025-11-13,55.0,Active,55.0
10706-W,LD-HUB-029,Axis 6M Plate - W,MODULAR,STATUS,20.0,1021.16,2025-11-13,55.0,Active,55.0
10706-W,LD-IND-012,Axis 6M Plate - W,MODULAR,STATUS,290.0,40730.009999999995,2025-11-12,56.0,Active,56.0
10706-W,LD-JAB-013,Axis 6M Plate - W,MODULAR,STATUS,209.0,61095.02,2025-10-31,68.0,Slow-Moving,68.0
10706-W,LD-JAI-014,Axis 6M Plate - W,MODULAR,STATUS,1015.0,61095.020000000004,2025-11-13,55.0,Active,55.0
10706-W,LD-LUC-017,,MODULAR,STATUS,3463.0,203650.08,2025-11-13,55.0,Active,55.0
10706-W,LD-MEE-019,,MODULAR,STATUS,831.0,102383.61,2025-11-13,55.0,Active,55.0
10706-W,LD-PAT-021,,MODULAR,STATUS,2400.0,132372.55,2025-11-12,56.0,Active,56.0
10706-W,LD-RAI-022,,MODULAR,STATUS,1440.0,81460.03,2025-11-13,55.0,Active,55.0
10706-W,LD-RIS-23A,,MODULAR,STATUS,860.0,61095.03,2025-11-12,56.0,Active,56.0
10706-W,LD-ROH-024,,MODULAR,STATUS,1181.0,101825.04,2025-11-06,62.0,Slow-Moving,62.0
10706-W,LD-SRI-025,Axis 6M Plate - W,MODULAR,STATUS,84.0,10182.5,2025-10-31,68.0,Slow-Moving,68.0
10706-W,LD-VIJ-027,Axis 6M Plate - W,MODULAR,STATUS,50.0,8170.09,2025-10-31,68.0,Slow-Moving,68.0
10706-W,LD-ZIR-028,,MODULAR,STATUS,1310.0,147646.32,2025-11-13,55.0,Active,55.0
10706-W,LF-AND-28,Axis 6M Plate - W,MODULAR,STATUS,90.0,5610.6,2025-10-06,93.0,Slow-Moving,93.0
10706-W,LF-AND-N20,,MODULAR,STATUS,1.0,62.34,2025-10-13,86.0,Slow-Moving,86.0
10706-W,LF-HAR-G1,Axis 6M Plate - W,MODULAR,STATUS,32.0,2289.83,2025-10-13,86.0,Slow-Moving,86.0
10706-W,LF-VAS-006,,MODULAR,STATUS,8133.0,0.0,2025-11-12,56.0,Active,56.0
10708-BL,LD-KOL-015,,MODULAR,STATUS,2060.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10708-BL,LF-HAR-G1,,MODULAR,STATUS,19.0,2050.6,,,Dead,Never Moved
10708-BL,LF-VAS-006,Axis 8HM Plate - BL,MODULAR,STATUS,1720.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10708-G,IN_TRANSIT,Axis 8HM Plate - G,MODULAR,STATUS,3509.0,248954.81,2025-11-12,56.0,Active,56.0
10708-G,LD-DHA-007,,MODULAR,STATUS,670.0,51082.21,2025-11-13,55.0,Active,55.0
10708-G,LD-HUB-029,Axis 8HM Plate - G,MODULAR,STATUS,90.0,6419.450000000001,2025-09-30,99.0,Slow-Moving,99.0
10708-G,LD-JAI-014,Axis 8HM Plate - G,MODULAR,STATUS,177.0,14908.16,2025-10-27,72.0,Slow-Moving,72.0
10708-G,LD-KOL-015,,MODULAR,STATUS,240.0,17138.28,2025-10-31,68.0,Slow-Moving,68.0
