Item No.,Location Code,Description,Category,Subcategory,On_Hand,Stock_Value,Last Outward Date,Days Dormant,Status,Days Dormant Display
10708-G,LD-LUC-017,Axis 8HM Plate - G,MODULAR,STATUS,248.0,22703.199999999997,2025-11-13,55.0,Active,55.0
10708-G,LD-MEE-019,Axis 8HM Plate - G,MODULAR,STATUS,390.0,44325.53,2025-10-31,68.0,Slow-Moving,68.0
10708-G,LD-RAI-022,Axis 8HM Plate - G,MODULAR,STATUS,280.0,41504.29,2025-11-13,55.0,Active,55.0
10708-G,LD-ROH-024,Axis 8HM Plate - G,MODULAR,STATUS,50.0,5360.0,2025-10-31,68.0,Slow-Moving,68.0
10708-G,LD-ZIR-028,Axis 8HM Plate - G,MODULAR,STATUS,100.0,11356.23,2025-11-04,64.0,Slow-Moving,64.0
10708-G,LF-AND-28,Axis 8HM Plate - G,MODULAR,STATUS,40.0,2838.0,2025-10-06,93.0,Slow-Moving,93.0
10708-G,LF-AND-N20,,MODULAR,STATUS,19.0,1348.0,,,Dead,Never Moved
10708-G,LF-HAR-G1,Axis 8HM Plate - G,MODULAR,STATUS,118.0,8408.31,,,Dead,Never Moved
10708-G,LF-VAS-006,,MODULAR,STATUS,4719.0,0.0,2025-11-12,56.0,Active,56.0
10708-W,IN_TRANSIT,Axis 8HM Plate - W,MODULAR,STATUS,1031.0,127048.55,2025-11-13,55.0,Active,55.0
10708-W,LD-CEN-003,Axis 8HM Plate - W,MODULAR,STATUS,340.0,24486.469999999998,2025-10-31,68.0,Slow-Moving,68.0
10708-W,LD-DHA-007,,MODULAR,STATUS,743.0,70442.89,2025-11-14,54.0,Active,54.0
10708-W,LD-GUW-009,,MODULAR,STATUS,18.0,1297.44,2025-10-14,85.0,Slow-Moving,85.0
10708-W,LD-GWA-010,Axis 8HM Plate - W,MODULAR,STATUS,210.0,34507.2,2025-11-13,55.0,Active,55.0
10708-W,LD-HUB-029,Axis 8HM Plate - W,MODULAR,STATUS,260.0,36088.34,2025-11-13,55.0,Active,55.0
10708-W,LD-JAB-013,Axis 8HM Plate - W,MODULAR,STATUS,39.0,10566.44,2025-11-03,65.0,Slow-Moving,65.0
10708-W,LD-JAI-014,Axis 8HM Plate - W,MODULAR,STATUS,49.0,28752.2,2025-11-12,56.0,Active,56.0
10708-W,LD-KOL-015,Axis 8HM Plate - W,MODULAR,STATUS,440.0,33119.36,2025-10-30,69.0,Slow-Moving,69.0
10708-W,LD-LUC-017,Axis 8HM Plate - W,MODULAR,STATUS,1356.0,103507.92,2025-10-31,68.0,Slow-Moving,68.0
10708-W,LD-MEE-019,Axis 8HM Plate - W,MODULAR,STATUS,240.0,17253.6,2025-11-13,55.0,Active,55.0
10708-W,LD-PAT-021,,MODULAR,STATUS,1110.0,86256.6,2025-11-12,56.0,Active,56.0
10708-W,LD-RAI-022,Axis 8HM Plate - W,MODULAR,STATUS,1840.0,132625.3,2025-11-13,55.0,Active,55.0
10708-W,LD-RIS-23A,,MODULAR,STATUS,160.0,21564.15,2025-11-12,56.0,Active,56.0
10708-W,LD-ROH-024,,MODULAR,STATUS,323.0,48882.16,2025-10-31,68.0,Slow-Moving,68.0
10708-W,LD-VIJ-027,Axis 8HM Plate - W,MODULAR,STATUS,10.0,720.86,2025-11-11,57.0,Active,57.0
10708-W,LD-ZIR-028,,MODULAR,STATUS,310.0,22284.53,2025-11-13,55.0,Active,55.0
10708-W,LF-AND-28,Axis 8HM Plate - W,MODULAR,STATUS,89.0,6398.21,2025-10-06,93.0,Slow-Moving,93.0
10708-W,LF-AND-N20,,MODULAR,STATUS,80.0,5751.2,2025-10-13,86.0,Slow-Moving,86.0
10708-W,LF-HAR-E57,Axis 8HM Plate - W,MODULAR,STATUS,40.0,2875.6,2025-09-01,128.0,Slow-Moving,128.0
10708-W,LF-HAR-G1,Axis 8HM Plate - W,MODULAR,STATUS,55.0,5677.42,2025-10-13,86.0,Slow-Moving,86.0
10708-W,LF-VAS-006,,MODULAR,STATUS,16.0,0.0,2025-11-12,56.0,Active,56.0
10709-G,IN_TRANSIT,,MODULAR,STATUS,1460.0,105245.89,2025-11-14,54.0,Active,54.0
10709-G,LD-CEN-003,,MODULAR,STATUS,170.0,12975.52,2025-11-13,55.0,Active,55.0
10709-G,LD-JAB-013,Axis 8SQM Plate - G,MODULAR,STATUS,100.0,7208.62,2025-09-30,99.0,Slow-Moving,99.0
10709-G,LD-LUC-017,Axis 8SQM Plate - G,MODULAR,STATUS,50.0,12975.52,2025-11-13,55.0,Active,55.0
10709-G,LD-MEE-019,,MODULAR,STATUS,620.0,64300.93,2025-11-13,55.0,Active,55.0
10709-G,LD-RAI-022,Axis 8SQM Plate - G,MODULAR,STATUS,10.0,12975.52,2025-10-31,68.0,Slow-Moving,68.0
10709-G,LD-ZIR-028,Axis 8SQM Plate - G,MODULAR,STATUS,40.0,8650.34,2025-10-29,70.0,Slow-Moving,70.0
10709-G,LF-AND-28,Axis 8SQM Plate - G,MODULAR,STATUS,10.0,720.9,2025-10-06,93.0,Slow-Moving,93.0
10709-G,LF-AND-N20,,MODULAR,STATUS,29.0,2090.5,,,Dead,Never Moved
10709-G,LF-HAR-G1,Axis 8SQM Plate - G,MODULAR,STATUS,37.0,4235.57,,,Dead,Never Moved
10709-G,LF-VAS-006,,MODULAR,STATUS,152.0,0.0,2025-11-12,56.0,Active,56.0
10709-W,IN_TRANSIT,Axis 8SQM Plate - W,MODULAR,STATUS,2311.0,196938.4,2025-11-13,55.0,Active,55.0
10709-W,LD-CEN-003,Axis 8SQM Plate - W,MODULAR,STATUS,750.0,79821.19,2025-09-27,102.0,Slow-Moving,102.0
10709-W,LD-GUW-009,,MODULAR,STATUS,7.0,596.02,2025-10-14,85.0,Slow-Moving,85.0
10709-W,LD-GWA-010,Axis 8SQM Plate - W,MODULAR,STATUS,404.0,47471.4,2025-11-13,55.0,Active,55.0
10709-W,LD-HUB-029,,MODULAR,STATUS,20.0,1758.2,2025-11-03,65.0,Slow-Moving,65.0
10709-W,LD-IND-012,,MODULAR,STATUS,90.0,17582.0,2025-11-12,56.0,Active,56.0
10709-W,LD-JAB-013,Axis 8SQM Plate - W,MODULAR,STATUS,315.0,38973.21,2025-10-31,68.0,Slow-Moving,68.0
10709-W,LD-KOL-015,,MODULAR,STATUS,200.0,13919.0,,,Dead,Never Moved
10709-W,LD-LUC-017,Axis 8SQM Plate - W,MODULAR,STATUS,491.0,64314.28,2025-11-13,55.0,Active,55.0
10709-W,LD-MEE-019,,MODULAR,STATUS,224.0,31928.79,2025-11-13,55.0,Active,55.0
10709-W,LD-PAT-021,Axis 8SQM Plate - W,MODULAR,STATUS,81.0,7104.89,2025-11-08,60.0,Active,60.0
10709-W,LD-RIS-23A,Axis 8SQM Plate - W,MODULAR,STATUS,1200.0,116700.31,2025-11-12,56.0,Active,56.0
10709-W,LD-ROH-024,,MODULAR,STATUS,180.0,15823.8,2025-10-28,71.0,Slow-Moving,71.0
10709-W,LD-SRI-025,Axis 8SQM Plate - W,MODULAR,STATUS,85.0,15823.8,2025-10-31,68.0,Slow-Moving,68.0
10709-W,LD-VIJ-027,,MODULAR,STATUS,50.0,4395.5,2025-10-09,90.0,Slow-Moving,90.0
10709-W,LF-AND-28,Axis 8SQM Plate - W,MODULAR,STATUS,60.0,4176.0,2025-10-06,93.0,Slow-Moving,93.0
10709-W,LF-AND-N20,,MODULAR,STATUS,60.0,4176.0,,,Dead,Never Moved
10709-W,LF-HAR-G1,Axis 8SQM Plate - W,MODULAR,STATUS,54.0,3947.41,,,Dead,Never Moved
10709-W,LF-VAS-006,,MODULAR,STATUS,1458.0,0.0,2025-11-12,56.0,Active,56.0
1071-MW,IN_TRANSIT,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,2401.0,33666.82,2025-11-10,58.0,Active,58.0
1071-MW,LD-HUB-029,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,1.0,14.02,2025-10-15,84.0,Slow-Moving,84.0
1071-MW,LD-JAI-014,,NON-MODULAR,GOLD,8.0,166.8,,,Dead,Never Moved
1071-MW,LD-LUC-017,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,1.0,126.61,,,Dead,Never Moved
1071-MW,LD-RIS-23A,,NON-MODULAR,GOLD,240.0,4206.6,2025-10-30,69.0,Slow-Moving,69.0
1071-MW,LD-ZIR-028,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,40.0,560.88,,,Dead,Never Moved
1071-MW,LF-AND-28,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,25.0,349.49,2025-10-17,82.0,Slow-Moving,82.0
1071-MW,LF-HAR-E57,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,1300.0,18174.0,2025-09-01,128.0,Slow-Moving,128.0
1071-MW,LF-HAR-G1,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,333.0,4947.89,,,Dead,Never Moved
1071-MW,LF-SIL-017,Gold Super Bell Push 6A - MW,NON-MODULAR,GOLD,1850.0,28659.0,2025-11-08,60.0,Active,60.0
1071-W,LD-CUT-003,,NON-MODULAR,GOLD,500.0,7011.0,2025-10-30,69.0,Slow-Moving,69.0
1071-W,LD-VIJ-027,Gold Super Bell Push 6A - W,NON-MODULAR,GOLD,128.0,1794.82,2025-11-12,56.0,Active,56.0
1071-W,LF-AND-28,Gold Super Bell Push 6A - W,NON-MODULAR,GOLD,515.0,7271.43,2025-10-29,70.0,Slow-Moving,70.0
10712-BL,LD-KOL-015,,MODULAR,STATUS,2160.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10712-BL,LF-HAR-G1,,MODULAR,STATUS,32.0,3776.51,,,Dead,Never Moved
10712-BL,LF-VAS-006,,MODULAR,STATUS,1540.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10712-G,IN_TRANSIT,Axis 12M Plate - G,MODULAR,STATUS,105.0,4872.91,2025-11-13,55.0,Active,55.0
10712-G,LD-CEN-003,,MODULAR,STATUS,410.0,32068.11,2025-10-31,68.0,Slow-Moving,68.0
10712-G,LD-COI-006,Axis 12M Plate - G,MODULAR,STATUS,30.0,2847.17,2025-11-06,62.0,Slow-Moving,62.0
10712-G,LD-CUT-003,,MODULAR,STATUS,270.0,20979.14,2025-10-31,68.0,Slow-Moving,68.0
10712-G,LD-DHA-007,,MODULAR,STATUS,950.0,85415.07,2025-11-07,61.0,Slow-Moving,61.0
10712-G,LD-GUW-009,,MODULAR,STATUS,26.0,1969.6,2025-11-05,63.0,Slow-Moving,63.0
10712-G,LD-GWA-010,,MODULAR,STATUS,323.0,31468.71,2025-11-13,55.0,Active,55.0
10712-G,LD-HUB-029,Axis 12M Plate - G,MODULAR,STATUS,100.0,8696.06,2025-10-04,95.0,Slow-Moving,95.0
10712-G,LD-JAB-013,,MODULAR,STATUS,10.0,7492.549999999999,2025-11-07,61.0,Slow-Moving,61.0
10712-G,LD-JAI-014,Axis 12M Plate - G,MODULAR,STATUS,146.0,17859.870000000003,2025-10-16,83.0,Slow-Moving,83.0
10712-G,LD-KOL-015,Axis 12M Plate - G,MODULAR,STATUS,330.0,24879.18,2025-10-31,68.0,Slow-Moving,68.0
10712-G,LD-LUC-017,,MODULAR,STATUS,184.0,31468.71,2025-11-13,55.0,Active,55.0
10712-G,LD-MEE-019,,MODULAR,STATUS,2391.0,209791.40000000002,2025-11-13,55.0,Active,55.0
10712-G,LD-PAT-021,,MODULAR,STATUS,40.0,10489.57,2025-11-11,57.0,Active,57.0
10712-G,LD-RIS-23A,,MODULAR,STATUS,560.0,52447.85,2025-11-12,56.0,Active,56.0
10712-G,LD-ROH-024,,MODULAR,STATUS,140.0,10489.57,2025-10-31,68.0,Slow-Moving,68.0
10712-G,LF-AND-28,Axis 12M Plate - G,MODULAR,STATUS,40.0,2997.2,2025-10-06,93.0,Slow-Moving,93.0
10712-G,LF-AND-N20,,MODULAR,STATUS,20.0,1498.51,,,Dead,Never Moved
10712-G,LF-HAR-G1,Axis 12M Plate - G,MODULAR,STATUS,32.0,2562.13,,,Dead,Never Moved
10712-G,LF-VAS-006,,MODULAR,STATUS,49.0,0.0,2025-11-12,56.0,Active,56.0
10712-W,IN_TRANSIT,Axis 12M Plate - W,MODULAR,STATUS,11978.0,936924.1,2025-11-13,55.0,Active,55.0
10712-W,LD-CEN-003,Axis 12M Plate - W,MODULAR,STATUS,850.0,120196.86,2025-11-13,55.0,Active,55.0
10712-W,LD-COI-006,Axis 12M Plate - W,MODULAR,STATUS,50.0,4779.0,2025-11-07,61.0,Slow-Moving,61.0
10712-W,LD-CUT-003,Axis 12M Plate - W,MODULAR,STATUS,580.0,87415.9,2025-11-08,60.0,Active,60.0
10712-W,LD-GWA-010,,MODULAR,STATUS,966.0,133855.6,2025-11-13,55.0,Active,55.0
10712-W,LD-HUB-029,Axis 12M Plate - W,MODULAR,STATUS,30.0,18732.0,2025-10-31,68.0,Slow-Moving,68.0
10712-W,LD-IND-012,Axis 12M Plate - W,MODULAR,STATUS,320.0,43941.1,2025-11-12,56.0,Active,56.0
10712-W,LD-JAI-014,,MODULAR,STATUS,630.0,54634.94,2025-11-13,55.0,Active,55.0
10712-W,LD-KOL-015,Axis 12M Plate - W,MODULAR,STATUS,400.0,31259.04,2025-10-31,68.0,Slow-Moving,68.0
10712-W,LD-LUC-017,Axis 12M Plate - W,MODULAR,STATUS,1115.0,240419.61,2025-10-31,68.0,Slow-Moving,68.0
10712-W,LD-MEE-019,,MODULAR,STATUS,1174.0,164997.33,2025-11-13,55.0,Active,55.0
10712-W,LD-PAT-021,,MODULAR,STATUS,2170.0,174831.8,2025-11-13,55.0,Active,55.0
10712-W,LD-RAI-022,,MODULAR,STATUS,350.0,32780.96,2025-11-13,55.0,Active,55.0
10712-W,LD-RIS-23A,Axis 12M Plate - W,MODULAR,STATUS,790.0,109269.88,2025-11-12,56.0,Active,56.0
10712-W,LD-ROH-024,,MODULAR,STATUS,426.0,43707.95,2025-10-31,68.0,Slow-Moving,68.0
10712-W,LD-VIJ-027,Axis 12M Plate - W,MODULAR,STATUS,40.0,10188.82,2025-10-31,68.0,Slow-Moving,68.0
10712-W,LD-ZIR-028,,MODULAR,STATUS,740.0,98342.89,2025-11-13,55.0,Active,55.0
10712-W,LF-AND-28,Axis 12M Plate - W,MODULAR,STATUS,140.0,10927.0,2025-10-06,93.0,Slow-Moving,93.0
10712-W,LF-AND-N20,,MODULAR,STATUS,140.0,10927.0,,,Dead,Never Moved
10712-W,LF-HAR-E57,Axis 12M Plate - W,MODULAR,STATUS,20.0,1561.0,2025-11-08,60.0,Active,60.0
10712-W,LF-HAR-G1,Axis 12M Plate - W,MODULAR,STATUS,50.0,6020.46,2025-10-13,86.0,Slow-Moving,86.0
10712-W,LF-VAS-006,,MODULAR,STATUS,7081.0,0.0,2025-11-12,56.0,Active,56.0
10716-BL,LD-KOL-015,,MODULAR,STATUS,190.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10716-BL,LF-VAS-006,Axis 16M Plate - BL,MODULAR,STATUS,300.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10716-G,IN_TRANSIT,Axis 16M Plate - G,MODULAR,STATUS,142.0,14851.93,2025-10-06,93.0,Slow-Moving,93.0
10716-G,LD-CEN-003,Axis 16M Plate - G,MODULAR,STATUS,70.0,16734.55,2025-10-31,68.0,Slow-Moving,68.0
10716-G,LD-COI-006,Axis 16M Plate - G,MODULAR,STATUS,10.0,1045.91,2025-11-06,62.0,Slow-Moving,62.0
10716-G,LD-CUT-003,Axis 16M Plate - G,MODULAR,STATUS,50.0,5229.55,2025-10-31,68.0,Slow-Moving,68.0
10716-G,LD-JAI-014,,MODULAR,STATUS,10.0,0.0,,,Dead,Never Moved
10716-G,LF-AND-28,Axis 16M Plate - G,MODULAR,STATUS,20.0,2092.0,2025-10-06,93.0,Slow-Moving,93.0
10716-G,LF-AND-N20,,MODULAR,STATUS,6.0,627.55,,,Dead,Never Moved
10716-G,LF-HAR-G1,Axis 16M Plate - G,MODULAR,STATUS,51.0,5334.110000000001,,,Dead,Never Moved
10716-W,IN_TRANSIT,Axis 16M Plate - W,MODULAR,STATUS,420.0,42039.99,2025-11-12,56.0,Active,56.0
10716-W,LD-CEN-003,Axis 16M Plate - W,MODULAR,STATUS,120.0,13888.189999999999,,,Dead,Never Moved
10716-W,LD-DHA-007,,MODULAR,STATUS,220.0,24940.77,2025-11-12,56.0,Active,56.0
10716-W,LD-HUB-029,,MODULAR,STATUS,20.0,2078.4,2025-10-24,75.0,Slow-Moving,75.0
10716-W,LD-LUC-017,Axis 16M Plate - W,MODULAR,STATUS,70.0,14562.199999999999,2025-11-13,55.0,Active,55.0
10716-W,LD-PAT-021,Axis 16M Plate - W,MODULAR,STATUS,310.0,66508.70999999999,2025-11-12,56.0,Active,56.0
10716-W,LD-VIJ-027,Axis 16M Plate - W,MODULAR,STATUS,21.0,2196.41,2025-09-30,99.0,Slow-Moving,99.0
10716-W,LF-AND-28,Axis 16M Plate - W,MODULAR,STATUS,90.0,9352.8,2025-10-06,93.0,Slow-Moving,93.0
10716-W,LF-AND-N20,,MODULAR,STATUS,90.0,9352.8,,,Dead,Never Moved
10716-W,LF-HAR-G1,Axis 16M Plate - W,MODULAR,STATUS,109.0,11327.279999999999,,,Dead,Never Moved
10716-W,LF-VAS-006,,MODULAR,STATUS,720.0,0.0,2025-11-11,57.0,Active,57.0
10718-BL,LD-KOL-015,,MODULAR,STATUS,180.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10718-BL,LF-HAR-G1,,MODULAR,STATUS,11.0,1714.8400000000001,,,Dead,Never Moved
10718-BL,LF-VAS-006,Axis 18M Plate - BL,MODULAR,STATUS,660.0,0.0,2025-10-18,81.0,Slow-Moving,81.0
10718-G,IN_TRANSIT,Axis 18M Plate - G,MODULAR,STATUS,469.0,44858.55,2025-10-31,68.0,Slow-Moving,68.0
10718-G,LD-CEN-003,,MODULAR,STATUS,110.0,16105.6,2025-10-31,68.0,Slow-Moving,68.0
10718-G,LD-GUW-009,,MODULAR,STATUS,20.0,1880.53,,,Dead,Never Moved
10718-G,LD-GWA-010,,MODULAR,STATUS,10.0,8052.8,2025-10-31,68.0,Slow-Moving,68.0
10718-G,LD-HUB-029,Axis 18M Plate - G,MODULAR,STATUS,45.0,3020.1,2025-10-04,95.0,Slow-Moving,95.0
10718-G,LD-IND-012,Axis 18M Plate - G,MODULAR,STATUS,10.0,8052.8,2025-11-10,58.0,Active,58.0
10718-G,LD-LUC-017,,MODULAR,STATUS,14.0,8052.8,2025-10-30,69.0,Slow-Moving,69.0
10718-G,LD-MEE-019,,MODULAR,STATUS,140.0,16105.6,2025-11-13,55.0,Active,55.0
10718-G,LD-RAI-022,,MODULAR,STATUS,10.0,6844.88,2025-11-12,56.0,Active,56.0
10718-G,LD-RIS-23A,,MODULAR,STATUS,40.0,4026.4,2025-10-30,69.0,Slow-Moving,69.0
10718-G,LF-AND-28,Axis 18M Plate - G,MODULAR,STATUS,10.0,1006.7,2025-10-06,93.0,Slow-Moving,93.0
10718-G,LF-AND-N20,,MODULAR,STATUS,12.0,1207.92,,,Dead,Never Moved
10718-G,LF-HAR-G1,Axis 18M Plate - G,MODULAR,STATUS,130.0,13085.8,,,Dead,Never Moved
10718-G,LF-VAS-006,,MODULAR,STATUS,52.0,0.0,2025-11-10,58.0,Active,58.0
10718-W,IN_TRANSIT,Axis 18M Plate - W,MODULAR,STATUS,1144.0,116255.91,2025-11-12,56.0,Active,56.0
10718-W,LD-CEN-003,Axis 18M Plate - W,MODULAR,STATUS,190.0,25316.77,2025-10-29,70.0,Slow-Moving,70.0
10718-W,LD-CSN-001,Axis 18M Plate - W,MODULAR,STATUS,7.0,961.66,2025-11-11,57.0,Active,57.0
10718-W,LD-CUT-003,,MODULAR,STATUS,130.0,16200.48,2025-11-08,60.0,Active,60.0
10718-W,LD-DHA-007,,MODULAR,STATUS,140.0,16200.48,2025-11-12,56.0,Active,56.0
10718-W,LD-GWA-010,,MODULAR,STATUS,21.0,8100.24,2025-11-11,57.0,Active,57.0
10718-W,LD-HUB-029,Axis 18M Plate - W,MODULAR,STATUS,30.0,6277.69,2025-11-08,60.0,Active,60.0
10718-W,LD-JAI-014,Axis 18M Plate - W,MODULAR,STATUS,48.0,6141.9400000000005,2025-10-13,86.0,Slow-Moving,86.0
10718-W,LD-LUC-017,,MODULAR,STATUS,80.0,10125.3,2025-11-13,55.0,Active,55.0
10718-W,LD-MEE-019,,MODULAR,STATUS,112.0,16200.48,2025-11-13,55.0,Active,55.0
10718-W,LD-PAT-021,,MODULAR,STATUS,100.0,16200.48,2025-11-13,55.0,Active,55.0
10718-W,LD-RAI-022,Axis 18M Plate - W,MODULAR,STATUS,120.0,72902.17,2025-11-13,55.0,Active,55.0
10718-W,LD-RIS-23A,Axis 18M Plate - W,MODULAR,STATUS,220.0,24300.72,2025-10-15,84.0,Slow-Moving,84.0
10718-W,LD-ROH-024,Axis 18M Plate - W,MODULAR,STATUS,42.0,5605.52,2025-10-07,92.0,Slow-Moving,92.0
10718-W,LD-VIJ-027,Axis 18M Plate - W,MODULAR,STATUS,10.0,1045.91,2025-10-29,70.0,Slow-Moving,70.0
10718-W,LF-AND-28,Axis 18M Plate - W,MODULAR,STATUS,60.0,6075.6,2025-10-06,93.0,Slow-Moving,93.0
10718-W,LF-AND-N20,,MODULAR,STATUS,1.0,159.45,,,Dead,Never Moved
10718-W,LF-HAR-G1,Axis 18M Plate - W,MODULAR,STATUS,8.0,1303.75,2025-10-13,86.0,Slow-Moving,86.0
10718-W,LF-VAS-006,,MODULAR,STATUS,47.0,0.0,2025-11-12,56.0,Active,56.0
1076-W,LF-SIL-017,Old Indicator - W,NON-MODULAR,GOLD,4260.0,65731.8,,,Dead,Never Moved
10801-NW,IN_TRANSIT,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,181.0,6181.55,2025-10-29,70.0,Slow-Moving,70.0
10801-NW,LD-GUW-009,,MODULAR,STATUS,12.0,531.66,2025-10-14,85.0,Slow-Moving,85.0
10801-NW,LD-HUB-029,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,9.0,398.74,2025-10-31,68.0,Slow-Moving,68.0
10801-NW,LD-JAB-013,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,10.0,886.09,2025-10-04,95.0,Slow-Moving,95.0
10801-NW,LD-KOL-015,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,299.0,14088.509999999998,2025-09-18,111.0,Slow-Moving,111.0
10801-NW,LD-LUC-017,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,40.0,4194.8,,,Dead,Never Moved
10801-NW,LD-MEE-019,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,40.0,1772.18,,,Dead,Never Moved
10801-NW,LD-PAT-021,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,21.0,1383.48,2025-11-03,65.0,Slow-Moving,65.0
10801-NW,LF-HAR-G1,,MODULAR,STATUS,10.0,635.5,2025-10-13,86.0,Slow-Moving,86.0
10801-NW,LF-VAS-006,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,370.0,0.0,2025-11-13,55.0,Active,55.0
10801-NW,LW-BHI-58,Axis 1M Forest Colour Plate - NW,MODULAR,STATUS,100.0,4430.46,,,Dead,Never Moved
10801-PI,LF-HAR-G1,Axis 1M Forest Colour Plate - PI,MODULAR,STATUS,10.0,443.0,,,Dead,Never Moved
10801-SR,LF-HAR-G1,Axis 1M Forest Colour Plate - SR,MODULAR,STATUS,100.0,5594.0,,,Dead,Never Moved
10801-SR,LF-VAS-006,Axis 1M Forest Colour Plate - SR,MODULAR,STATUS,1330.0,74400.2,,,Dead,Never Moved
10801-WG,LF-HAR-G1,Axis 1M Forest Colour Plate - WG,MODULAR,STATUS,148.0,6557.879999999999,,,Dead,Never Moved
10801-WSM,LW-BHI-58,Axis 1M Forest Colour Plate - WSM,MODULAR,STATUS,100.0,4430.46,,,Dead,Never Moved
10802-NW,IN_TRANSIT,Axis 2M Forest Colour Plate - NW,MODULAR,STATUS,529.0,21011.36,2025-11-05,63.0,Slow-Moving,63.0
10802-NW,LD-DHA-007,,MODULAR,STATUS,470.0,19995.63,2025-11-12,56.0,Active,56.0
10802-NW,LD-JAB-013,Axis 2M Forest Colour Plate - NW,MODULAR,STATUS,80.0,3377.02,2025-11-07,61.0,Slow-Moving,61.0
10802-NW,LD-KOL-015,Axis 2M Forest Colour Plate - NW,MODULAR,STATUS,747.0,37991.7,2025-10-31,68.0,Slow-Moving,68.0
10802-NW,LD-LUC-017,Axis 2M Forest Colour Plate - NW,MODULAR,STATUS,133.0,7544.98,2025-09-15,114.0,Slow-Moving,114.0
10802-NW,LD-RAI-022,Axis 2M Forest Colour Plate - NW,MODULAR,STATUS,570.0,26426.09,2025-10-19,80.0,Slow-Moving,80.0
10802-NW,LD-RIS-23A,Axis 2M Forest Colour Plate - NW,MODULAR,STATUS,50.0,1999.56,,,Dead,Never Moved
10802-NW,LF-HAR-G1,,MODULAR,STATUS,10.0,4559.82,2025-10-28,71.0,Slow-Moving,71.0
10802-NW,LF-VAS-006,Axis 2M Forest Colour Plate - NW,MODULAR,STATUS,657.0,1599.65,2025-11-07,61.0,Slow-Moving,61.0
10802-PI,LD-DHA-007,,MODULAR,STATUS,120.0,7003.65,2025-11-14,54.0,Active,54.0
10802-PI,LD-LUC-017,Axis 2M Forest Colour Plate - PI,MODULAR,STATUS,30.0,2188.64,2025-10-31,68.0,Slow-Moving,68.0
10802-PI,LF-HAR-G1,Axis 2M Forest Colour Plate - PI,MODULAR,STATUS,50.0,2188.5,,,Dead,Never Moved
10802-PI,LF-VAS-006,,MODULAR,STATUS,714.0,0.0,2025-11-05,63.0,Slow-Moving,63.0
10802-PI,LW-BHI-58,Axis 2M Forest Colour Plate - PI,MODULAR,STATUS,1344.0,61281.94,2025-09-22,107.0,Slow-Moving,107.0
10802-SR,LF-HAR-G1,Axis 2M Forest Colour Plate - SR,MODULAR,STATUS,70.0,3915.8,,,Dead,Never Moved
10802-SR,LF-VAS-006,Axis 2M Forest Colour Plate - SR,MODULAR,STATUS,610.0,34123.4,,,Dead,Never Moved
10802-WG,LF-HAR-G1,Axis 2M Forest Colour Plate - WG,MODULAR,STATUS,150.0,6646.5,,,Dead,Never Moved
10802-WSM,LD-GUW-009,,MODULAR,STATUS,50.0,0.0,,,Dead,Never Moved
10802-WSM,LD-GWA-010,Axis 2M Forest Colour Plate - WSM,MODULAR,STATUS,50.0,2215.23,,,Dead,Never Moved
10802-WSM,LW-BHI-58,Axis 2M Forest Colour Plate - WSM,MODULAR,STATUS,500.0,22152.3,2025-10-07,92.0,Slow-Moving,92.0
10803-NW,IN_TRANSIT,Axis 3M Forest Colour Plate - NW,MODULAR,STATUS,432.0,19677.61,2025-10-17,82.0,Slow-Moving,82.0
10803-NW,LD-HUB-029,Axis 3M Forest Colour Plate - NW,MODULAR,STATUS,40.0,2348.85,2025-10-31,68.0,Slow-Moving,68.0
10803-NW,LD-JAB-013,Axis 3M Forest Colour Plate - NW,MODULAR,STATUS,20.0,837.2,2025-10-04,95.0,Slow-Moving,95.0
10803-NW,LD-KOL-015,Axis 3M Forest Colour Plate - NW,MODULAR,STATUS,774.0,37581.6,2025-10-14,85.0,Slow-Moving,85.0
10803-NW,LD-LUC-017,Axis 3M Forest Colour Plate - NW,MODULAR,STATUS,113.0,6744.99,2025-09-15,114.0,Slow-Moving,114.0
10803-NW,LD-MEE-019,Axis 3M Forest Colour Plate - NW,MODULAR,STATUS,100.0,9395.4,2025-10-31,68.0,Slow-Moving,68.0
