PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
SUBCONPO/26/01547,PLATINUM INDUSTRIES,17-10-2025,PPR/HAR/26/02342,16-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01548,Vivek Kumar,17-10-2025,PPR/DEL/26/01070,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01549,MANJESH,17-10-2025,PPR/DEL/26/01071,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01550,Vivek Kumar,17-10-2025,PPR/DEL/26/01072,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01551,MANJESH,17-10-2025,PPR/DEL/26/01073,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01552,Vivek Kumar,17-10-2025,PPR/DEL/26/01151,06-11-2025,0.0,20,>15 days,November 2025
SUBCONPO/26/01553,Shree Ganesh Industries,17-10-2025,PPR/HAR/26/02344,16-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01555,MANJESH,17-10-2025,NAN,No Receipt,2000.0,,No Receipt,No Receipt
SUBCONPO/26/01556,MANJESH,17-10-2025,PPR/DEL/26/01074,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01557,Vivek Kumar,17-10-2025,PPR/DEL/26/01075,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01558,Vivek Kumar,17-10-2025,PPR/DEL/26/01076,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01559,MANJESH,17-10-2025,PPR/DEL/26/01077,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01560,Vivek Kumar,17-10-2025,PPR/DEL/26/01078,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01561,MANJESH,17-10-2025,PPR/DEL/26/01079,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01562,Vivek Kumar,17-10-2025,PPR/DEL/26/01080,17-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01563,Swastik Enterprises,17-10-2025,PPR/HAR/26/02360,16-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01564,OM SAI ENTERPRISE - SL - JW,17-10-2025,PPR/SIL/26/2300,07-11-2025,0.0,21,>15 days,November 2025
SUBCONPO/26/01565,RAJ RAI,17-10-2025,PPR/SIL/26/2253,03-11-2025,0.0,17,>15 days,November 2025
SUBCONPO/26/01566,ANIL KUMAR PASWAN,17-10-2025,PPR/SIL/26/2182,31-10-2025,0.0,14,≤15 days,October 2025
SUBCONPO/26/01567,Mohit Enterprises,18-10-2025,PPR/HAR/26/03081,31-10-2025,0.0,13,≤15 days,October 2025
SUBCONPO/26/01568,KUTUMBHA BAHADUR KUSHWAHA - JW,18-10-2025,PPR/HAR/26/02640,26-10-2025,0.0,8,≤15 days,October 2025
SUBCONPO/26/01569,KUTUMBHA BAHADUR KUSHWAHA - JW,18-10-2025,PPR/HAR/26/03314,11-11-2025,268.0,24,>15 days,November 2025
SUBCONPO/26/01570,OM SAI ENTERPRISE - SL - JW,25-10-2025,PPR/SIL/26/2214,31-10-2025,0.0,6,≤15 days,October 2025
SUBCONPO/26/01571,Shree Ganesh Industries,25-10-2025,PPR/HAR/26/02416,17-10-2025,0.0,-8,No Receipt,October 2025
SUBCONPO/26/01572,Shree Ganesh Industries,25-10-2025,PPR/HAR/26/02417,17-10-2025,0.0,-8,No Receipt,October 2025
SUBCONPO/26/01573,Shree Ganesh Industries,25-10-2025,PPR/HAR/26/02418,17-10-2025,0.0,-8,No Receipt,October 2025
SUBCONPO/26/01574,Shree Ganesh Industries,25-10-2025,PPR/HAR/26/02419,17-10-2025,0.0,-8,No Receipt,October 2025
SUBCONPO/26/01575,Shree Ganesh Industries,25-10-2025,PPR/HAR/26/02420,17-10-2025,0.0,-8,No Receipt,October 2025
SUBCONPO/26/01576,SAINATH BACKLITE MOULDING - JW,25-10-2025,PPR/SIL/26/2336,10-11-2025,0.0,16,>15 days,November 2025
SUBCONPO/26/01577,ARUN MISHRA - JW,25-10-2025,PPR/HAR/26/02966,31-10-2025,0.0,6,≤15 days,October 2025
SUBCONPO/26/01578,VIJAY KUMAR TRIPATHI,25-10-2025,PPR/HAR/26/02897,30-10-2025,0.0,5,≤15 days,October 2025
SUBCONPO/26/01579,Gem Enterprises,25-10-2025,PPR/HAR/26/02900,27-10-2025,0.0,2,≤15 days,October 2025
SUBCONPO/26/01580,DEEPAK KUMAR SHARMA,25-10-2025,NAN,No Receipt,800.0,,No Receipt,No Receipt
SUBCONPO/26/01581,DEEPAK KUMAR SHARMA,25-10-2025,PPR/HAR/26/02916,30-10-2025,0.0,5,≤15 days,October 2025
SUBCONPO/26/01582,ARUN MISHRA - JW,25-10-2025,PPR/HAR/26/02809,29-10-2025,0.0,4,≤15 days,October 2025
SUBCONPO/26/01583,Mohit Enterprises,25-10-2025,PPR/HAR/26/02755,28-10-2025,0.0,3,≤15 days,October 2025
SUBCONPO/26/01584,SATISH KUMAR MAURYA - JW,25-10-2025,PPR/HAR/26/03039,31-10-2025,0.0,6,≤15 days,October 2025
SUBCONPO/26/01585,GAURI DEVI - JW,25-10-2025,PPR/HAR/26/03016,31-10-2025,0.0,6,≤15 days,October 2025
SUBCONPO/26/01586,Khushbu,25-10-2025,PPR/HAR/26/02909,28-10-2025,0.0,3,≤15 days,October 2025
SUBCONPO/26/01587,SHOBHA DEVI,25-10-2025,PPR/HAR/26/03004,31-10-2025,0.0,6,≤15 days,October 2025
SUBCONPO/26/01588,RAM ASHRAY PATEL - JW,26-10-2025,PPR/HAR/26/03303,11-11-2025,0.0,16,>15 days,November 2025
SUBCONPO/26/01589,INDRA PRAKASHSO SURYA PRAKASH - JW,26-10-2025,NAN,No Receipt,28800.0,,No Receipt,No Receipt
SUBCONPO/26/01590,INDRA PRAKASHSO SURYA PRAKASH - JW,26-10-2025,PPR/HAR/26/03300,11-11-2025,0.0,16,>15 days,November 2025
SUBCONPO/26/01591,Manoj Patel - JW,26-10-2025,PPR/HAR/26/03295,11-11-2025,2430.0,16,>15 days,November 2025
SUBCONPO/26/01592,AMIT KUMAR PATEL - JW,26-10-2025,PPR/HAR/26/03357,12-11-2025,1173.0,17,>15 days,November 2025
SUBCONPO/26/01593,AWANT KUMAR - JW,26-10-2025,PPR/HAR/26/02957,31-10-2025,0.0,5,≤15 days,October 2025
SUBCONPO/26/01594,DEEPAK KUMAR SHARMA,26-10-2025,PPR/HAR/26/03045,31-10-2025,0.0,5,≤15 days,October 2025
SUBCONPO/26/01595,SHALU - JW,26-10-2025,NAN,No Receipt,7200.0,,No Receipt,No Receipt
SUBCONPO/26/01596,SHALU - JW,26-10-2025,NAN,No Receipt,3600.0,,No Receipt,No Receipt
SUBCONPO/26/01597,SHALU - JW,26-10-2025,NAN,No Receipt,3600.0,,No Receipt,No Receipt
SUBCONPO/26/01598,SHALU - JW,26-10-2025,NAN,No Receipt,3600.0,,No Receipt,No Receipt
SUBCONPO/26/01599,Mohit Enterprises,26-10-2025,PPR/HAR/26/02972,31-10-2025,0.0,5,≤15 days,October 2025
SUBCONPO/26/01600,Mohit Enterprises,26-10-2025,PPR/HAR/26/03387,12-11-2025,0.0,17,>15 days,November 2025
SUBCONPO/26/01601,Mohit Enterprises,26-10-2025,PPR/HAR/26/03065,31-10-2025,0.0,5,≤15 days,October 2025
SUBCONPO/26/01602,Ashish Kumar Tripathi,27-10-2025,PPR/HAR/26/03282,10-11-2025,3099.0,14,≤15 days,November 2025
SUBCONPO/26/01603,AWANT KUMAR - JW,27-10-2025,PPR/HAR/26/02780,28-10-2025,0.0,1,≤15 days,October 2025
SUBCONPO/26/01604,RAM SHARAN - JW,27-10-2025,PPR/HAR/26/03059,31-10-2025,0.0,4,≤15 days,October 2025
SUBCONPO/26/01605,STAR ENTERPRISE,27-10-2025,PPR/SIL/26/2240,31-10-2025,18332.0,4,≤15 days,October 2025
SUBCONPO/26/01606,Shree Ganesh Industries,27-10-2025,PPR/HAR/26/02592,27-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01607,DEEPAK KUMAR SHARMA,27-10-2025,PPR/HAR/26/02815,29-10-2025,0.0,2,≤15 days,October 2025
SUBCONPO/26/01608,ARUN MISHRA - JW,27-10-2025,PPR/HAR/26/02919,30-10-2025,0.0,3,≤15 days,October 2025
SUBCONPO/26/01609,DEEPAK KUMAR SHARMA,27-10-2025,PPR/HAR/26/02812,29-10-2025,0.0,2,≤15 days,October 2025
SUBCONPO/26/01610,Gem Enterprises,27-10-2025,PPR/HAR/26/02884,30-10-2025,0.0,3,≤15 days,October 2025
SUBCONPO/26/01611,Shree Ganesh Industries,27-10-2025,PPR/HAR/26/02594,27-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01612,RAM KUMAR VERMA - JW,27-10-2025,PPR/HAR/26/02987,31-10-2025,1176.0,4,≤15 days,October 2025
SUBCONPO/26/01613,Shree Ganesh Industries,27-10-2025,PPR/HAR/26/02596,27-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01614,PLATINUM INDUSTRIES,27-10-2025,PPR/HAR/26/02598,27-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01615,Anil Patel - JW,27-10-2025,PPR/HAR/26/02901,30-10-2025,0.0,3,≤15 days,October 2025
SUBCONPO/26/01616,MIRAJ ENTERPRISE,27-10-2025,PPR/SIL/26/2344,10-11-2025,15.0,14,≤15 days,November 2025
SUBCONPO/26/01617,MIRAJ ENTERPRISE,27-10-2025,PPR/SIL/26/2345,10-11-2025,0.0,14,≤15 days,November 2025
SUBCONPO/26/01618,MIRAJ ENTERPRISE,27-10-2025,PPR/SIL/26/2343,10-11-2025,5.0,14,≤15 days,November 2025
SUBCONPO/26/01619,ABHISHEK BALASO KESARKAR,27-10-2025,PPR/SIL/26/2241,31-10-2025,0.0,4,≤15 days,October 2025
SUBCONPO/26/01620,DEVANAND ASHOK KHADSE,27-10-2025,PPR/SIL/26/2251,03-11-2025,0.0,7,≤15 days,November 2025
SUBCONPO/26/01621,MOHINI GAIKWAD,27-10-2025,PPR/SIL/26/2289,06-11-2025,0.0,10,≤15 days,November 2025
SUBCONPO/26/01622,MOHINI GAIKWAD,27-10-2025,PPR/SIL/26/2259,04-11-2025,0.0,8,≤15 days,November 2025
SUBCONPO/26/01623,P R ENTERPRISES,27-10-2025,PPR/SIL/26/2352,10-11-2025,0.0,14,≤15 days,November 2025
SUBCONPO/26/01624,OM SAI ENTERPRISE - SL - JW,27-10-2025,PPR/SIL/26/2299,07-11-2025,0.0,11,≤15 days,November 2025
SUBCONPO/26/01625,DHARMENDRA YADAV,28-10-2025,PPR/HAR/26/03371,12-11-2025,4626.0,15,≤15 days,November 2025
SUBCONPO/26/01626,Khushbu,28-10-2025,PPR/HAR/26/03147,05-11-2025,0.0,8,≤15 days,November 2025
SUBCONPO/26/01627,Arvind Chaudhary,28-10-2025,PPR/HAR/26/03374,12-11-2025,3445.0,15,≤15 days,November 2025
SUBCONPO/26/01628,Raj Dhani Enterprises,15-10-2025,PPR/AND/26/02342,11-11-2025,1586.0,27,>15 days,November 2025
SUBCONPO/26/01629,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02709,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01630,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02710,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01631,Swastik Enterprises,28-10-2025,NAN,No Receipt,7000.0,,No Receipt,No Receipt
SUBCONPO/26/01632,Shree Ganesh Industries,28-10-2025,PPR/HAR/26/02701,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01633,AVI ENTERPRISES,28-10-2025,PPR/HAR/26/03140,05-11-2025,0.0,8,≤15 days,November 2025
SUBCONPO/26/01634,Shree Ganesh Industries,28-10-2025,PPR/HAR/26/02702,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01635,ASHOK R SINGHDA,28-10-2025,PPR/SIL/26/2076,28-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01636,PLATINUM INDUSTRIES,28-10-2025,NAN,No Receipt,12820.0,,No Receipt,No Receipt
SUBCONPO/26/01637,ASHOK R SINGHDA,28-10-2025,PPR/SIL/26/2077,28-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01638,Dheeraj Kumar,28-10-2025,PPR/SIL/26/2255,03-11-2025,0.0,6,≤15 days,November 2025
SUBCONPO/26/01639,Gem Enterprises,28-10-2025,PPR/HAR/26/02805,29-10-2025,0.0,1,≤15 days,October 2025
SUBCONPO/26/01640,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02719,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01641,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02711,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01642,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02720,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01643,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02712,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01644,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02713,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01645,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02715,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01646,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02722,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01647,ARUN MISHRA - JW,28-10-2025,NAN,No Receipt,1000.0,,No Receipt,No Receipt
SUBCONPO/26/01648,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02723,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01649,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02724,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01650,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02716,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01651,PLATINUM INDUSTRIES,28-10-2025,PPR/HAR/26/02717,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01652,Ashish Kumar Tripathi,28-10-2025,PPR/HAR/26/03358,13-11-2025,6166.0,16,>15 days,November 2025
SUBCONPO/26/01653,ARUN MISHRA - JW,28-10-2025,PPR/HAR/26/03360,12-11-2025,0.0,15,≤15 days,November 2025
SUBCONPO/26/01654,INDRA PRAKASHSO SURYA PRAKASH - JW,28-10-2025,PPR/HAR/26/02895,30-10-2025,0.0,2,≤15 days,October 2025
SUBCONPO/26/01655,Manoj Patel - JW,28-10-2025,PPR/HAR/26/03359,12-11-2025,6033.0,15,≤15 days,November 2025
SUBCONPO/26/01656,Swastik Enterprises,28-10-2025,PPR/HAR/26/02718,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01657,Swastik Enterprises,28-10-2025,PPR/HAR/26/02734,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01658,Fabrico,28-10-2025,PPR/VAS/26/01827,28-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01659,Chetan Khadase,28-10-2025,PPR/SIL/26/2320,08-11-2025,880.0,11,≤15 days,November 2025
SUBCONPO/26/01660,SHALU - JW,28-10-2025,NAN,No Receipt,14400.0,,No Receipt,No Receipt
SUBCONPO/26/01661,Swastik Enterprises,28-10-2025,PPR/HAR/26/02737,27-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01662,SHANTIDEVI-JW,28-10-2025,PPR/SIL/26/2315,08-11-2025,2015.0,11,≤15 days,November 2025
SUBCONPO/26/01663,RAJESHWAR TIVARI,28-10-2025,PPR/SIL/26/2274,04-11-2025,0.0,7,≤15 days,November 2025
SUBCONPO/26/01664,Anchal Singh,28-10-2025,PPR/SIL/26/2238,02-11-2025,1435.0,5,≤15 days,November 2025
SUBCONPO/26/01665,LAXMI VINAYAK GAIKWAD,15-10-2025,PPR/AND/26/02293,10-11-2025,0.0,26,>15 days,November 2025
SUBCONPO/26/01666,Rajendra D. Mane,28-10-2025,PPR/AND/26/02335,12-11-2025,0.0,15,≤15 days,November 2025
SUBCONPO/26/01667,SWATI RATHOD - JW,17-10-2025,PPR/AND/26/02086,27-10-2025,2922.0,10,≤15 days,October 2025
SUBCONPO/26/01668,Uttam Nayak,20-10-2025,PPR/AND/26/02283,05-11-2025,0.0,16,>15 days,November 2025
SUBCONPO/26/01669,ARUN MISHRA - JW,29-10-2025,PPR/HAR/26/02945,31-10-2025,0.0,2,≤15 days,October 2025
SUBCONPO/26/01670,Shree Ganesh Industries,29-10-2025,PPR/HAR/26/02745,26-10-2025,0.0,-3,No Receipt,October 2025
SUBCONPO/26/01671,Shree Ganesh Industries,29-10-2025,PPR/HAR/26/02747,26-10-2025,0.0,-3,No Receipt,October 2025
SUBCONPO/26/01672,Shree Ganesh Industries,29-10-2025,PPR/HAR/26/02750,27-10-2025,0.0,-2,No Receipt,October 2025
SUBCONPO/26/01673,JAI DURGE ENTERPRISE,18-10-2025,PPR/AND/26/02102,20-10-2025,0.0,2,≤15 days,October 2025
SUBCONPO/26/01674,PRIYA ENTERPRISES,16-10-2025,PPR/AND/26/02309,04-11-2025,0.0,19,>15 days,November 2025
SUBCONPO/26/01675,Raj Dhani Enterprises,18-10-2025,PPR/AND/26/02334,11-11-2025,0.0,24,>15 days,November 2025
SUBCONPO/26/01676,SHIVPAL ENTERPRISE,17-10-2025,PPR/AND/26/02192,01-11-2025,0.0,15,≤15 days,November 2025
SUBCONPO/26/01677,Shree Ganesh Industries,29-10-2025,PPR/HAR/26/02754,27-10-2025,0.0,-2,No Receipt,October 2025
SUBCONPO/26/01678,Shree Ganesh Industries,29-10-2025,PPR/HAR/26/02757,27-10-2025,0.0,-2,No Receipt,October 2025
SUBCONPO/26/01679,SATISH KUMAR MAURYA - JW,29-10-2025,PPR/HAR/26/03293,11-11-2025,0.0,13,≤15 days,November 2025
SUBCONPO/26/01680,Shree Ganesh Industries,29-10-2025,PPR/HAR/26/02762,27-10-2025,0.0,-2,No Receipt,October 2025
SUBCONPO/26/01681,RAM ASHRAY PATEL - JW,05-11-2025,PPR/HAR/26/03305,11-11-2025,0.0,6,≤15 days,November 2025
SUBCONPO/26/01682,RAM ASHRAY PATEL - JW,29-10-2025,PPR/HAR/26/03144,06-11-2025,0.0,8,≤15 days,November 2025
SUBCONPO/26/01683,PLATINUM INDUSTRIES,29-10-2025,PPR/HAR/26/02788,29-10-2025,0.0,0,≤15 days,October 2025
SUBCONPO/26/01684,Shree Ganesh Industries,29-10-2025,PPR/HAR/26/02789,28-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01685,ARUN MISHRA - JW,29-10-2025,PPR/HAR/26/03201,06-11-2025,0.0,8,≤15 days,November 2025
SUBCONPO/26/01686,DEEPAK KUMAR SHARMA,29-10-2025,PPR/HAR/26/03038,31-10-2025,0.0,2,≤15 days,October 2025
SUBCONPO/26/01687,SAURABH PATEL,29-10-2025,PPR/HAR/26/03189,06-11-2025,1449.0,8,≤15 days,November 2025
SUBCONPO/26/01688,COATING KING SYSTEM,29-10-2025,PPR/VAS/26/01983,11-11-2025,5.0,13,≤15 days,November 2025
SUBCONPO/26/01689,JALENDRA CHAUDHARI - JW,29-10-2025,PPR/HAR/26/03263,10-11-2025,2713.0,12,≤15 days,November 2025
SUBCONPO/26/01690,PLATINUM INDUSTRIES,30-10-2025,PPR/HAR/26/02813,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01691,PLATINUM INDUSTRIES,30-10-2025,PPR/HAR/26/02817,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01692,PLATINUM INDUSTRIES,30-10-2025,PPR/HAR/26/02831,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01693,Shree Ganesh Industries,30-10-2025,PPR/HAR/26/02838,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01694,Shree Ganesh Industries,30-10-2025,PPR/HAR/26/02839,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01695,Shree Ganesh Industries,30-10-2025,PPR/HAR/26/02840,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01696,Shree Ganesh Industries,30-10-2025,PPR/HAR/26/02841,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01697,RAKESH KUMAR,30-10-2025,NAN,No Receipt,11520.0,,No Receipt,No Receipt
SUBCONPO/26/01698,Shree Ganesh Industries,30-10-2025,PPR/HAR/26/02842,29-10-2025,0.0,-1,No Receipt,October 2025
SUBCONPO/26/01699,Mohit Enterprises,30-10-2025,PPR/HAR/26/03082,31-10-2025,0.0,1,≤15 days,October 2025
