PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/DEL/26/00023,Rohit Enterprise,18-04-2025,PPR/DEL/26/00179,28-05-2025,91500.0,40,>15 days,May 2025
PO/DEL/26/00024,WILSON ENGINEERING INDUSTRY,18-04-2025,PPR/DEL/26/00049,18-04-2025,0.0,0,≤15 days,April 2025
PO/DEL/26/00025,VIKAS AUTOMATES,18-04-2025,PPR/DEL/26/00047,18-04-2025,40000.0,0,≤15 days,April 2025
PO/DEL/26/00026,AMAN ENTERPRISES,18-04-2025,PPR/DEL/26/00103,18-04-2025,0.0,0,≤15 days,April 2025
PO/DEL/26/00027,JAI BHARAT INDUSTRY,18-04-2025,PPR/DEL/26/00048,18-04-2025,0.0,0,≤15 days,April 2025
PO/DEL/26/00028,Khyati Enterprise,18-04-2025,NAN,No Receipt,60000.0,,No Receipt,No Receipt
PO/DEL/26/00029,ELIXIR ENGG & ELECTRICAL INDUSTRIES,18-04-2025,PPR/DEL/26/00062,18-04-2025,10030.0,0,≤15 days,April 2025
PO/DEL/26/00030,Leo Electrical & Electronic Corporation,18-04-2025,PPR/DEL/26/00067,28-04-2025,56790.0,10,≤15 days,April 2025
PO/DEL/26/00031,PASUPATY INDUSTRIES,18-04-2025,PPR/DEL/26/00051,18-04-2025,0.0,0,≤15 days,April 2025
PO/DEL/26/00033,Drishti metals co.-HD,18-04-2025,PPR/DEL/26/00168,26-05-2025,10000.0,38,>15 days,May 2025
PO/DEL/26/00034,Super shakti trading co,18-04-2025,PPR/DEL/26/00054,18-04-2025,0.0,0,≤15 days,April 2025
PO/DEL/26/00035,KRIMCO INDUSTRIES PVT LTD,18-04-2025,PPR/DEL/26/00937,02-09-2025,122.0,137,>15 days,September 2025
PO/DEL/26/00036,LincLite Power Controls,18-04-2025,PPR/DEL/26/00377,09-07-2025,0.0,82,>15 days,July 2025
PO/DEL/26/00037,Bhagwati Thermopack,18-04-2025,PPR/DEL/26/00184,25-04-2025,0.0,7,≤15 days,April 2025
PO/DEL/26/00038,PANAMAX LIMITED,01-05-2025,PPR/DEL/26/00132,26-04-2025,0.0,-5,No Receipt,April 2025
PO/DEL/26/00039,Vicky Trading Company,30-04-2025,PPR/DEL/26/00369,16-07-2025,9539.0,77,>15 days,July 2025
PO/DEL/26/00040,SHREE BALAJI PRINTERS,30-04-2025,PPR/DEL/26/00161,02-05-2025,0.0,2,≤15 days,May 2025
PO/DEL/26/00041,PW PRINTWAYS INDIA PRIVATE LIMITED,30-04-2025,PPR/DEL/26/00069,05-04-2025,0.0,-25,No Receipt,April 2025
PO/DEL/26/00042,Unimaxe Switchgear,30-04-2025,PPR/DEL/26/00076,30-04-2025,0.0,0,≤15 days,April 2025
PO/DEL/26/00043,KRIMCO INDUSTRIES PVT LTD,30-04-2025,PPR/DEL/26/00836,20-08-2025,0.0,112,>15 days,August 2025
PO/DEL/26/00044,LincLite Power Controls,01-05-2025,PPR/DEL/26/00376,09-07-2025,82.0,69,>15 days,July 2025
PO/DEL/26/00045,AMPRO INDUSTRIES,01-05-2025,PPR/DEL/26/00177,28-05-2025,0.0,27,>15 days,May 2025
PO/DEL/26/00046,PASUPATY INDUSTRIES,01-05-2025,PPR/DEL/26/00203,30-05-2025,141000.0,29,>15 days,May 2025
PO/DEL/26/00047,Leo Electrical & Electronic Corporation,01-05-2025,PPR/DEL/26/00206,31-05-2025,91550.0,30,>15 days,May 2025
PO/DEL/26/00048,Rohit Enterprise,01-05-2025,PPR/DEL/26/00254,13-06-2025,52900.0,43,>15 days,June 2025
PO/DEL/26/00049,WILSON ENGINEERING INDUSTRY,01-05-2025,PPR/DEL/26/00141,19-05-2025,0.0,18,>15 days,May 2025
PO/DEL/26/00050,VIKAS AUTOMATES,01-05-2025,PPR/DEL/26/00102,08-05-2025,0.0,7,≤15 days,May 2025
PO/DEL/26/00051,JAI BHARAT INDUSTRY,01-05-2025,PPR/DEL/26/00084,01-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00052,ARIHANT COMPONENTS,01-05-2025,PPR/DEL/26/00086,01-05-2025,8.75,0,≤15 days,May 2025
PO/DEL/26/00053,Khyati Enterprise,01-05-2025,PPR/DEL/26/00134,15-05-2025,16585.0,14,≤15 days,May 2025
PO/DEL/26/00054,ELIXIR ENGG & ELECTRICAL INDUSTRIES,01-05-2025,NAN,No Receipt,60000.0,,No Receipt,No Receipt
PO/DEL/26/00055,NEW SANGAM SPRINGS,01-05-2025,PPR/DEL/26/00079,01-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00056,RAHUL ENTERPRISES-2,01-05-2025,PPR/DEL/26/00208,12-05-2025,0.0,11,≤15 days,May 2025
PO/DEL/26/00057,Jitender plastic,01-05-2025,PPR/DEL/26/00172,26-05-2025,0.0,25,>15 days,May 2025
PO/DEL/26/00058,TELCON BIMETALS,01-05-2025,PPR/DEL/26/00133,01-05-2025,2500.0,0,≤15 days,May 2025
PO/DEL/26/00059,Super shakti trading co,01-05-2025,PPR/DEL/26/00128,01-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00060,KRIMCO INDUSTRIES PVT LTD,01-05-2025,PPR/DEL/26/00195,20-05-2025,320.0,19,>15 days,May 2025
PO/DEL/26/00061,Club India,01-05-2025,NAN,No Receipt,50000.0,,No Receipt,No Receipt
PO/DEL/26/00062,SSG ENERGY INDIA PVT LTD,01-05-2025,PPR/DEL/26/00295,21-06-2025,0.0,51,>15 days,June 2025
PO/DEL/26/00063,Palak Metals Co.,01-05-2025,PPR/DEL/26/00402,24-07-2025,404.0,84,>15 days,July 2025
PO/DEL/26/00064,Argus Polymers Pvt Ltd,01-05-2025,PPR/DEL/26/00106,01-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00065,ZODIAC METAL STRIPS LTD,01-05-2025,PPR/DEL/26/00087,01-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00066,Unimaxe Switchgear,01-05-2025,PPR/DEL/26/00855,20-09-2025,200.0,142,>15 days,September 2025
PO/DEL/26/00067,Bhagwati Thermopack,01-05-2025,PPR/DEL/26/00146,22-05-2025,0.0,21,>15 days,May 2025
PO/DEL/26/00068,PW PRINTWAYS INDIA PRIVATE LIMITED,01-05-2025,PPR/DEL/26/00197,09-05-2025,3250.0,8,≤15 days,May 2025
PO/DEL/26/00069,Ramaya Packaging,01-05-2025,PPR/DEL/26/00150,01-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00070,AMAN ENTERPRISES,01-05-2025,PPR/DEL/26/00080,01-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00071,nan,01-06-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/DEL/26/00072,LincLite Power Controls,01-06-2025,PPR/DEL/26/00379,17-07-2025,0.0,46,>15 days,July 2025
PO/DEL/26/00073,PASUPATY INDUSTRIES,01-06-2025,PPR/DEL/26/00240,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00074,Rohit Enterprise,01-06-2025,PPR/DEL/26/00389,24-07-2025,90000.0,53,>15 days,July 2025
PO/DEL/26/00075,WILSON ENGINEERING INDUSTRY,01-06-2025,PPR/DEL/26/00252,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00076,VIKAS AUTOMATES,01-06-2025,PPR/DEL/26/00233,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00077,JAI BHARAT INDUSTRY,01-06-2025,PPR/DEL/26/00228,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00078,Leo Electrical & Electronic Corporation,01-06-2025,PPR/DEL/26/00312,05-07-2025,8128.0,34,>15 days,July 2025
PO/DEL/26/00079,NEW SANGAM SPRINGS,01-06-2025,PPR/DEL/26/00231,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00080,TELCON BIMETALS,01-06-2025,PPR/DEL/26/00227,01-06-2025,15000.0,0,≤15 days,June 2025
PO/DEL/26/00081,KRIMCO INDUSTRIES PVT LTD,01-06-2025,PPR/DEL/26/00438,28-07-2025,108.0,57,>15 days,July 2025
PO/DEL/26/00082,Palak Metals Co.,01-06-2025,PPR/DEL/26/00272,01-06-2025,746.0,0,≤15 days,June 2025
PO/DEL/26/00083,RAMA ENGINEERING WORKS,01-06-2025,PPR/DEL/26/00230,01-06-2025,50000.0,0,≤15 days,June 2025
PO/DEL/26/00084,ZODIAC METAL STRIPS LTD,01-06-2025,PPR/DEL/26/00235,01-06-2025,37.0,0,≤15 days,June 2025
PO/DEL/26/00085,Shiv Shakti Packaging Industries,24-05-2025,PPR/DEL/26/00207,31-05-2025,200.0,7,≤15 days,May 2025
PO/DEL/26/00086,ZODIAC METAL STRIPS LTD,23-05-2025,PPR/DEL/26/00171,23-05-2025,0.0,0,≤15 days,May 2025
PO/DEL/26/00087,AMPRO INDUSTRIES,01-06-2025,PPR/DEL/26/00291,23-06-2025,0.0,22,>15 days,June 2025
PO/DEL/26/00088,AMPRO INDUSTRIES,01-06-2025,PPR/DEL/26/00292,23-06-2025,0.0,22,>15 days,June 2025
PO/DEL/26/00089,PASUPATY INDUSTRIES,01-06-2025,PPR/DEL/26/00300,24-06-2025,0.0,23,>15 days,June 2025
PO/DEL/26/00090,Leo Electrical & Electronic Corporation,01-06-2025,PPR/DEL/26/00403,24-07-2025,27200.0,53,>15 days,July 2025
PO/DEL/26/00091,Rohit Enterprise,01-06-2025,PPR/DEL/26/00471,08-08-2025,69600.0,68,>15 days,August 2025
PO/DEL/26/00092,WILSON ENGINEERING INDUSTRY,01-06-2025,PPR/DEL/26/00248,06-06-2025,0.0,5,≤15 days,June 2025
PO/DEL/26/00093,VIKAS AUTOMATES,01-06-2025,PPR/DEL/26/00277,09-06-2025,0.0,8,≤15 days,June 2025
PO/DEL/26/00094,JAI BHARAT INDUSTRY,01-06-2025,PPR/DEL/26/00261,16-06-2025,0.0,15,≤15 days,June 2025
PO/DEL/26/00095,ARIHANT COMPONENTS,01-06-2025,PPR/DEL/26/00255,13-06-2025,0.15,12,≤15 days,June 2025
PO/DEL/26/00096,Khyati Enterprise,01-06-2025,PPR/DEL/26/00306,28-06-2025,34165.0,27,>15 days,June 2025
PO/DEL/26/00097,ELIXIR ENGG & ELECTRICAL INDUSTRIES,01-06-2025,PPR/DEL/26/00275,20-06-2025,10050.0,19,>15 days,June 2025
PO/DEL/26/00098,NEW SANGAM SPRINGS,01-06-2025,PPR/DEL/26/00224,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00099,RAHUL ENTERPRISES-2,01-06-2025,NAN,No Receipt,3.0,,No Receipt,No Receipt
PO/DEL/26/00100,Jitender plastic,01-06-2025,PPR/DEL/26/00286,24-06-2025,0.0,23,>15 days,June 2025
PO/DEL/26/00101,Drishti metals co.-HD,01-06-2025,PPR/DEL/26/00279,10-06-2025,0.0,9,≤15 days,June 2025
PO/DEL/26/00102,Super shakti trading co,01-06-2025,PPR/DEL/26/00282,07-06-2025,1.22,6,≤15 days,June 2025
PO/DEL/26/00103,KRIMCO INDUSTRIES PVT LTD,01-06-2025,PPR/DEL/26/00940,02-09-2025,79.0,93,>15 days,September 2025
PO/DEL/26/00104,Club India,01-06-2025,PPR/DEL/26/00243,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00105,Argus Polymers Pvt Ltd,01-06-2025,PPR/DEL/26/00253,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00106,Unimaxe Switchgear,01-06-2025,PPR/DEL/26/00283,25-06-2025,0.0,24,>15 days,June 2025
PO/DEL/26/00107,AMAN ENTERPRISES,01-06-2025,PPR/DEL/26/00225,01-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00108,RAMA ENGINEERING WORKS,01-06-2025,PPR/DEL/26/00853,01-06-2025,1000.0,0,≤15 days,June 2025
PO/DEL/26/00109,KRIMCO INDUSTRIES PVT LTD,10-06-2025,PPR/DEL/26/00661,22-08-2025,42.0,73,>15 days,August 2025
PO/DEL/26/00110,Leo Electrical & Electronic Corporation,12-06-2025,PPR/DEL/26/00313,05-07-2025,2520.0,23,>15 days,July 2025
PO/DEL/26/00111,LincLite Power Controls,16-06-2025,PPR/DEL/26/00822,19-09-2025,0.0,95,>15 days,September 2025
PO/DEL/26/00112,SHREE VINAYAK MARKETING,17-06-2025,PPR/DEL/26/00382,19-07-2025,0.0,32,>15 days,July 2025
PO/DEL/26/00113,KRIMCO INDUSTRIES PVT LTD,14-06-2025,PPR/DEL/26/00267,14-06-2025,0.0,0,≤15 days,June 2025
PO/DEL/26/00114,AMPRO INDUSTRIES,20-06-2025,PPR/DEL/26/00328,03-07-2025,0.0,13,≤15 days,July 2025
PO/DEL/26/00115,Rohit Enterprise,20-06-2025,PPR/DEL/26/00411,28-07-2025,7100.0,38,>15 days,July 2025
PO/DEL/26/00116,PASUPATY INDUSTRIES,20-06-2025,PPR/DEL/26/00301,24-06-2025,0.0,4,≤15 days,June 2025
PO/DEL/26/00117,TELCON BIMETALS,20-06-2025,PPR/DEL/26/00305,24-06-2025,0.0,4,≤15 days,June 2025
PO/DEL/26/00118,Super shakti trading co,20-06-2025,PPR/DEL/26/00311,25-06-2025,0.0,5,≤15 days,June 2025
PO/DEL/26/00119,Shiv Shakti Packaging Industries,20-06-2025,PPR/DEL/26/00303,27-06-2025,56.0,7,≤15 days,June 2025
PO/DEL/26/00120,PW PRINTWAYS INDIA PRIVATE LIMITED,20-06-2025,PPR/DEL/26/00316,06-06-2025,0.0,-14,No Receipt,June 2025
PO/DEL/26/00121,Leo Electrical and Electronic Corporation,24-06-2025,PPR/DEL/26/00604,25-08-2025,4000.0,62,>15 days,August 2025
PO/DEL/26/00122,LincLite Power Controls,01-07-2025,PPR/DEL/26/01093,18-10-2025,48.0,109,>15 days,October 2025
PO/DEL/26/00123,AMPRO INDUSTRIES,01-07-2025,PPR/DEL/26/00395,24-07-2025,0.0,23,>15 days,July 2025
PO/DEL/26/00124,PASUPATY INDUSTRIES,01-07-2025,PPR/DEL/26/00322,01-07-2025,50000.0,0,≤15 days,July 2025
PO/DEL/26/00125,Leo Electrical and Electronic Corporation,01-07-2025,PPR/DEL/26/00623,28-08-2025,70500.0,58,>15 days,August 2025
PO/DEL/26/00126,Rohit Enterprise,01-07-2025,PPR/DEL/26/00599,25-08-2025,138525.0,55,>15 days,August 2025
PO/DEL/26/00127,WILSON ENGINEERING INDUSTRY,01-07-2025,PPR/DEL/26/00332,04-07-2025,0.0,3,≤15 days,July 2025
PO/DEL/26/00128,VIKAS AUTOMATES,01-07-2025,PPR/DEL/26/00353,08-07-2025,0.0,7,≤15 days,July 2025
PO/DEL/26/00129,JAI BHARAT INDUSTRY,01-07-2025,PPR/DEL/26/00368,14-07-2025,0.0,13,≤15 days,July 2025
PO/DEL/26/00130,ARIHANT COMPONENTS,01-07-2025,PPR/DEL/26/00385,24-07-2025,0.0,23,>15 days,July 2025
PO/DEL/26/00131,Khyati Enterprise,01-07-2025,PPR/DEL/26/00360,16-07-2025,0.0,15,≤15 days,July 2025
PO/DEL/26/00132,NEW SANGAM SPRINGS,01-07-2025,PPR/DEL/26/00323,01-07-2025,0.0,0,≤15 days,July 2025
PO/DEL/26/00133,RAHUL ENTERPRISES-2,01-07-2025,PPR/DEL/26/00341,01-07-2025,0.0,0,≤15 days,July 2025
PO/DEL/26/00134,Jitender plastic,01-07-2025,PPR/DEL/26/00396,24-07-2025,0.0,23,>15 days,July 2025
PO/DEL/26/00135,Drishti metals co.-HD,01-07-2025,PPR/DEL/26/00352,09-07-2025,0.0,8,≤15 days,July 2025
PO/DEL/26/00136,Super shakti trading co,01-07-2025,PPR/DEL/26/00358,01-07-2025,0.0,0,≤15 days,July 2025
PO/DEL/26/00137,Club India,01-07-2025,PPR/DEL/26/00324,01-07-2025,0.0,0,≤15 days,July 2025
PO/DEL/26/00138,SSG ENERGY INDIA PVT LTD,01-07-2025,PPR/DEL/26/00421,31-07-2025,0.0,30,>15 days,July 2025
PO/DEL/26/00139,Palak Metals Co.,01-07-2025,PPR/DEL/26/00848,20-09-2025,510.0,81,>15 days,September 2025
PO/DEL/26/00140,ELIXIR ENGG & ELECTRICAL INDUSTRIES,01-07-2025,PPR/DEL/26/00338,05-07-2025,500.0,4,≤15 days,July 2025
PO/DEL/26/00141,ZODIAC METAL STRIPS LTD,01-07-2025,PPR/DEL/26/00337,05-07-2025,0.0,4,≤15 days,July 2025
PO/DEL/26/00142,KRIMCO INDUSTRIES PVT LTD,01-07-2025,PPR/DEL/26/00406,28-07-2025,190.0,27,>15 days,July 2025
PO/DEL/26/00143,Unimaxe Switchgear,01-07-2025,PPR/DEL/26/00391,24-07-2025,500.0,23,>15 days,July 2025
PO/DEL/26/00144,Ramaya Packaging,01-07-2025,PPR/DEL/26/00380,04-07-2025,0.0,3,≤15 days,July 2025
PO/DEL/26/00145,SHREE BALAJI PRINTERS,01-07-2025,PPR/DEL/26/00962,30-09-2025,10800.0,91,>15 days,September 2025
PO/DEL/26/00146,Shiv Shakti Packaging Industries,01-07-2025,PPR/DEL/26/00442,15-07-2025,150.0,14,≤15 days,July 2025
PO/DEL/26/00147,Bhagwati Thermopack,01-07-2025,PPR/DEL/26/00409,28-07-2025,2192.0,27,>15 days,July 2025
PO/DEL/26/00148,PW PRINTWAYS INDIA PRIVATE LIMITED,01-07-2025,PPR/DEL/26/00344,02-07-2025,0.0,1,≤15 days,July 2025
PO/DEL/26/00149,TELCON BIMETALS,01-07-2025,PPR/DEL/26/00361,16-07-2025,0.0,15,≤15 days,July 2025
PO/DEL/26/00150,Leo Electrical and Electronic Corporation,01-07-2025,PPR/DEL/26/01063,16-10-2025,1300.0,107,>15 days,October 2025
PO/DEL/26/00151,SHREE BALAJI PRINTERS,30-06-2025,PPR/DEL/26/00315,27-06-2025,0.0,-3,No Receipt,June 2025
PO/DEL/26/00152,KRIMCO INDUSTRIES PVT LTD,30-06-2025,PPR/DEL/26/00950,30-09-2025,0.0,92,>15 days,September 2025
PO/DEL/26/00153,Leo Electrical and Electronic Corporation,09-07-2025,PPR/DEL/26/00399,24-07-2025,32370.0,15,≤15 days,July 2025
PO/DEL/26/00154,Unimaxe Switchgear,09-07-2025,PPR/DEL/26/00392,24-07-2025,0.0,15,≤15 days,July 2025
PO/DEL/26/00155,Super shakti trading co,09-07-2025,PPR/DEL/26/00359,08-07-2025,0.84,-1,No Receipt,July 2025
PO/DEL/26/00156,Khyati Enterprise,25-07-2025,NAN,No Receipt,50000.0,,No Receipt,No Receipt
PO/DEL/26/00157,ELIXIR ENGG & ELECTRICAL INDUSTRIES,25-07-2025,NAN,No Receipt,30000.0,,No Receipt,No Receipt
PO/DEL/26/00158,NEW SANGAM SPRINGS,25-07-2025,PPR/DEL/26/00422,31-07-2025,0.0,6,≤15 days,July 2025
PO/DEL/26/00159,Leo Electrical and Electronic Corporation,25-07-2025,PPR/DEL/26/00926,25-09-2025,9500.0,62,>15 days,September 2025
PO/DEL/26/00160,RAHUL ENTERPRISES-2,25-07-2025,NAN,No Receipt,2.0,,No Receipt,No Receipt
PO/DEL/26/00161,PASUPATY INDUSTRIES,25-07-2025,PPR/DEL/26/00435,31-07-2025,80000.0,6,≤15 days,July 2025
PO/DEL/26/00162,Rohit Enterprise,25-07-2025,PPR/DEL/26/00638,30-08-2025,28000.0,36,>15 days,August 2025
PO/DEL/26/00163,WILSON ENGINEERING INDUSTRY,25-07-2025,PPR/DEL/26/00439,30-07-2025,30000.0,5,≤15 days,July 2025
PO/DEL/26/00164,ARIHANT COMPONENTS,25-07-2025,PPR/DEL/26/00466,08-08-2025,29.25,14,≤15 days,August 2025
PO/DEL/26/00165,Drishti metals co.-HD,25-07-2025,PPR/DEL/26/00414,28-07-2025,5500.0,3,≤15 days,July 2025
PO/DEL/26/00166,Super shakti trading co,25-07-2025,PPR/DEL/26/00445,28-07-2025,0.23,3,≤15 days,July 2025
PO/DEL/26/00167,Unimaxe Switchgear,25-07-2025,NAN,No Receipt,1500.0,,No Receipt,No Receipt
PO/DEL/26/00168,Palak Metals Co.,25-07-2025,PPR/DEL/26/00883,24-09-2025,500.0,61,>15 days,September 2025
PO/DEL/26/00169,LincLite Power Controls,25-07-2025,PPR/DEL/26/01095,14-10-2025,0.0,81,>15 days,October 2025
PO/DEL/26/00170,SRI MADHAV PACKERS,25-07-2025,PPR/DEL/26/00544,22-08-2025,7400.0,28,>15 days,August 2025
PO/DEL/26/00171,TELCON BIMETALS,25-07-2025,PPR/DEL/26/00472,11-08-2025,0.0,17,>15 days,August 2025
PO/DEL/26/00172,KMUNOTAG PRIVATE LIMITED,26-07-2025,NAN,No Receipt,60000.0,,No Receipt,No Receipt
PO/DEL/26/00173,WILSON ENGINEERING INDUSTRY,30-07-2025,PPR/DEL/26/00440,30-07-2025,0.0,0,≤15 days,July 2025
PO/DEL/26/00174,AMAN ENTERPRISES,30-07-2025,PPR/DEL/26/00462,08-08-2025,0.0,9,≤15 days,August 2025
PO/DEL/26/00175,ARIHANT COMPONENTS,30-07-2025,PPR/DEL/26/00467,08-08-2025,8.95,9,≤15 days,August 2025
PO/DEL/26/00176,Rohit Enterprise,30-07-2025,PPR/DEL/26/00695,09-09-2025,0.0,41,>15 days,September 2025
PO/DEL/26/00177,LincLite Power Controls,01-08-2025,PPR/DEL/26/00948,30-09-2025,0.0,60,>15 days,September 2025
PO/DEL/26/00178,Vicky Trading Company,01-08-2025,PPR/DEL/26/00861,23-09-2025,11456.0,53,>15 days,September 2025
PO/DEL/26/00179,JAI BHARAT INDUSTRY,30-07-2025,PPR/DEL/26/00441,02-08-2025,0.0,3,≤15 days,August 2025
PO/DEL/26/00180,AMPRO INDUSTRIES,05-08-2025,PPR/DEL/26/00526,18-08-2025,0.0,13,≤15 days,August 2025
PO/DEL/26/00181,NEW SANGAM SPRINGS,05-08-2025,PPR/DEL/26/00663,30-08-2025,150000.0,25,>15 days,August 2025
PO/DEL/26/00182,Leo Electrical and Electronic Corporation,05-08-2025,PPR/DEL/26/01090,27-10-2025,60280.0,83,>15 days,October 2025
PO/DEL/26/00183,Rohit Enterprise,05-08-2025,PPR/DEL/26/00640,30-08-2025,36000.0,25,>15 days,August 2025
PO/DEL/26/00184,WILSON ENGINEERING INDUSTRY,05-08-2025,PPR/DEL/26/00460,08-08-2025,0.0,3,≤15 days,August 2025
PO/DEL/26/00185,JAI BHARAT INDUSTRY,05-08-2025,PPR/DEL/26/00459,08-08-2025,0.0,3,≤15 days,August 2025
PO/DEL/26/00186,ARIHANT COMPONENTS,05-08-2025,PPR/DEL/26/00681,09-09-2025,25.05,35,>15 days,September 2025
PO/DEL/26/00187,Khyati Enterprise,05-08-2025,PPR/DEL/26/00504,13-08-2025,0.0,8,≤15 days,August 2025
PO/DEL/26/00188,ELIXIR ENGG & ELECTRICAL INDUSTRIES,05-08-2025,PPR/DEL/26/00539,22-08-2025,10000.0,17,>15 days,August 2025
PO/DEL/26/00189,RAHUL ENTERPRISES-2,05-08-2025,PPR/DEL/26/00531,18-08-2025,0.0,13,≤15 days,August 2025
PO/DEL/26/00190,PASUPATY INDUSTRIES,05-08-2025,PPR/DEL/26/00474,11-08-2025,0.0,6,≤15 days,August 2025
PO/DEL/26/00191,Jitender plastic,05-08-2025,PPR/DEL/26/00636,30-08-2025,0.0,25,>15 days,August 2025
PO/DEL/26/00192,Drishti metals co.-HD,05-08-2025,PPR/DEL/26/00461,08-08-2025,20000.0,3,≤15 days,August 2025
PO/DEL/26/00193,Super shakti trading co,05-08-2025,PPR/DEL/26/00631,07-08-2025,0.0,2,≤15 days,August 2025
PO/DEL/26/00194,KRIMCO INDUSTRIES PVT LTD,05-08-2025,PPR/DEL/26/00938,02-09-2025,354.0,28,>15 days,September 2025
PO/DEL/26/00195,Unimaxe Switchgear,05-08-2025,PPR/DEL/26/00886,24-09-2025,0.0,50,>15 days,September 2025
PO/DEL/26/00196,Palak Metals Co.,05-08-2025,PPR/DEL/26/00884,24-09-2025,300.0,50,>15 days,September 2025
PO/DEL/26/00197,Shiv Shakti Packaging Industries,05-08-2025,PPR/DEL/26/00536,21-08-2025,0.0,16,>15 days,August 2025
PO/DEL/26/00198,Bhagwati Thermopack,05-08-2025,PPR/DEL/26/00502,13-08-2025,2894.0,8,≤15 days,August 2025
PO/DEL/26/00199,PW PRINTWAYS INDIA PRIVATE LIMITED,05-08-2025,PPR/DEL/26/00535,21-08-2025,27360.0,16,>15 days,August 2025
PO/DEL/26/00200,AMAN ENTERPRISES,05-08-2025,PPR/DEL/26/00528,18-08-2025,0.0,13,≤15 days,August 2025
PO/DEL/26/00201,TELCON BIMETALS,05-08-2025,PPR/DEL/26/00543,22-08-2025,12500.0,17,>15 days,August 2025
PO/DEL/26/00202,Leo Electrical and Electronic Corporation,08-08-2025,PPR/DEL/26/00840,20-09-2025,9590.0,43,>15 days,September 2025
PO/DEL/26/00203,KRIMCO INDUSTRIES PVT LTD,08-08-2025,PPR/DEL/26/00837,20-08-2025,84.0,12,≤15 days,August 2025
PO/DEL/26/00204,RAMA ENGINEERING WORKS,08-08-2025,PPR/DEL/26/00889,24-09-2025,29500.0,47,>15 days,September 2025
PO/DEL/26/00205,nan,21-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/DEL/26/00206,RAM LAL RAM CHANDRA (INDIA) LTD.,01-09-2025,PPR/DEL/26/01022,11-10-2025,0.0,40,>15 days,October 2025
PO/DEL/26/00207,LincLite Power Controls,01-09-2025,PPR/DEL/26/01109,31-10-2025,370.0,60,>15 days,October 2025
PO/DEL/26/00208,AMPRO INDUSTRIES,01-09-2025,PPR/DEL/26/00709,11-09-2025,0.0,10,≤15 days,September 2025
PO/DEL/26/00209,NEW SANGAM SPRINGS,01-09-2025,PPR/DEL/26/00675,09-09-2025,0.0,8,≤15 days,September 2025
PO/DEL/26/00210,Leo Electrical and Electronic Corporation,01-09-2025,PPR/DEL/26/00896,25-09-2025,40000.0,24,>15 days,September 2025
PO/DEL/26/00211,Rohit Enterprise,01-09-2025,PPR/DEL/26/00945,30-09-2025,103965.0,29,>15 days,September 2025
PO/DEL/26/00212,WILSON ENGINEERING INDUSTRY,01-09-2025,PPR/DEL/26/00763,17-09-2025,0.0,16,>15 days,September 2025
PO/DEL/26/00213,VIKAS AUTOMATES,01-09-2025,PPR/DEL/26/00686,09-09-2025,0.0,8,≤15 days,September 2025
PO/DEL/26/00214,JAI BHARAT INDUSTRY,01-09-2025,PPR/DEL/26/00764,17-09-2025,0.0,16,>15 days,September 2025
PO/DEL/26/00215,ARIHANT COMPONENTS,01-09-2025,PPR/DEL/26/00893,25-09-2025,0.0,24,>15 days,September 2025
PO/DEL/26/00216,Khyati Enterprise,01-09-2025,PPR/DEL/26/00930,28-09-2025,60100.0,27,>15 days,September 2025
PO/DEL/26/00217,ELIXIR ENGG & ELECTRICAL INDUSTRIES,01-09-2025,PPR/DEL/26/00790,19-09-2025,500.0,18,>15 days,September 2025
PO/DEL/26/00218,Drishti metals co.-HD,01-09-2025,PPR/DEL/26/00705,10-09-2025,8500.0,9,≤15 days,September 2025
PO/DEL/26/00219,Raajas Technologies Pvt Ltd,01-09-2025,PPR/DEL/26/00929,28-09-2025,8000.0,27,>15 days,September 2025
PO/DEL/26/00220,RAHUL ENTERPRISES-2,01-09-2025,PPR/DEL/26/00845,20-09-2025,0.0,19,>15 days,September 2025
PO/DEL/26/00221,PASUPATY INDUSTRIES,01-09-2025,PPR/DEL/26/00765,17-09-2025,0.0,16,>15 days,September 2025
PO/DEL/26/00222,Jitender plastic,01-09-2025,PPR/DEL/26/00783,03-09-2025,0.0,2,≤15 days,September 2025
